year,species,sex,age,quantity,value,se,lwr,upr
1999,Arrowtooth flounder,NA,NA,biomass_depletion,0.983892565954025,0.03121961971547484,0.9245671123819114,1.047024676062374
2000,Arrowtooth flounder,NA,NA,biomass_depletion,0.9982212794240923,0.03153973722435883,0.938279683788157,1.0619922182180035
2001,Arrowtooth flounder,NA,NA,biomass_depletion,1.0142828883938244,0.032183078333870886,0.953126561527298,1.0793632443103987
2002,Arrowtooth flounder,NA,NA,biomass_depletion,1.0338306652260913,0.03328701433145418,0.9706052614529173,1.1011745833336068
2003,Arrowtooth flounder,NA,NA,biomass_depletion,1.0485012217377325,0.03443217240168138,0.9831413795028262,1.1182062263938688
2004,Arrowtooth flounder,NA,NA,biomass_depletion,1.0515652836203622,0.03518959843128321,0.9848081114458201,1.1228477231895835
2005,Arrowtooth flounder,NA,NA,biomass_depletion,1.058225222319649,0.03562710236638297,0.9906513594748145,1.130408402959387
2006,Arrowtooth flounder,NA,NA,biomass_depletion,1.0572841972943,0.035703551268530115,0.9895720459513895,1.1296295994027745
2007,Arrowtooth flounder,NA,NA,biomass_depletion,1.0462660436068687,0.03536717030075938,0.9791940598032307,1.1179322658725532
2008,Arrowtooth flounder,NA,NA,biomass_depletion,1.0311123045573063,0.0346483909196901,0.9653906907503603,1.1013080971219034
2009,Arrowtooth flounder,NA,NA,biomass_depletion,1.0073030513076684,0.03342062710138053,0.9438841836795722,1.0749829849020902
2010,Arrowtooth flounder,NA,NA,biomass_depletion,0.9799632654960051,0.03177921985588329,0.9196153018968056,1.0442714467025656
2011,Arrowtooth flounder,NA,NA,biomass_depletion,0.9482534134977038,0.029906969325028825,0.8914117715191248,1.0087196119002066
2012,Arrowtooth flounder,NA,NA,biomass_depletion,0.9105364028734839,0.028026117233528318,0.85723029440003,0.9671573046051165
2013,Arrowtooth flounder,NA,NA,biomass_depletion,0.8808224200061429,0.026489794095677796,0.8304039045785762,0.9343021285277013
2014,Arrowtooth flounder,NA,NA,biomass_depletion,0.8532739292240897,0.02531320513341824,0.8050757600435885,0.9043576200258436
2015,Arrowtooth flounder,NA,NA,biomass_depletion,0.8202086004907413,0.024433557555939612,0.7736909178269787,0.8695231297382587
2016,Arrowtooth flounder,NA,NA,biomass_depletion,0.802785603341641,0.024004755942338578,0.7570892759840921,0.8512400655720607
2017,Arrowtooth flounder,NA,NA,biomass_depletion,0.7914428800770281,0.023726644506470742,0.7462793569499552,0.8393396207348474
2018,Arrowtooth flounder,NA,NA,biomass_depletion,0.784118045974773,0.023407394692483367,0.7395567172717453,0.8313643776929914
2019,Arrowtooth flounder,NA,NA,biomass_depletion,0.7896040314618253,0.023288950830313886,0.745252806800795,0.8365946707094001
2020,Arrowtooth flounder,NA,NA,biomass_depletion,0.7961117576203927,0.02365167927854611,0.751079133556462,0.8438444130651457
2021,Arrowtooth flounder,NA,NA,biomass_depletion,0.805312122957506,0.024689460164555487,0.758346850490813,0.8551860075143569
2022,Arrowtooth flounder,NA,NA,biomass_depletion,0.8199332819536568,0.02621046789857481,0.7701379201647831,0.8729482982885035
2023,Arrowtooth flounder,NA,NA,biomass_depletion,0.8306910780508702,0.02797285657917169,0.7776353880814648,0.8873665958743994
2024,Arrowtooth flounder,NA,NA,biomass_depletion,0.8405398006652266,0.02985839447426016,0.7840091881478325,0.9011465263199442
2025,Arrowtooth flounder,NA,NA,biomass_depletion,0.8429767889684032,0.0318908991059292,0.7827328566231817,0.9078574646848856
2026,Arrowtooth flounder,NA,NA,biomass_depletion,0.8476374798030258,0.033997721866239346,0.7835549876085545,0.9169609134384903
2027,Arrowtooth flounder,NA,NA,biomass_depletion,0.8500165613241466,0.03637570652954117,0.781629551452302,0.9243869467100337
2028,Arrowtooth flounder,NA,NA,biomass_depletion,0.863402473063558,0.038572290635493486,0.7910174626155915,0.9424113445325277
2029,Arrowtooth flounder,NA,NA,biomass_depletion,0.8766595564874732,0.04012566564231366,0.8014391373122582,0.9589399147116723
2030,Arrowtooth flounder,NA,NA,biomass_depletion,0.8896900838979088,0.040640008881884425,0.8134986808927238,0.9730174909658516
2031,Arrowtooth flounder,NA,NA,biomass_depletion,0.9023248268832811,0.04005100832419368,0.8271439172433004,0.9843390929156203
2032,Arrowtooth flounder,NA,NA,biomass_depletion,0.914279501702521,0.038512581256607656,0.8418281830404022,0.9929662894088356
2033,Arrowtooth flounder,NA,NA,biomass_depletion,0.9254076922650065,0.03625789766250511,0.8570035845749777,0.9992716627060058
2034,Arrowtooth flounder,NA,NA,biomass_depletion,0.9354612124303958,0.03353633293648513,0.8719873113455507,1.0035555203336746
2035,Arrowtooth flounder,NA,NA,biomass_depletion,0.9445436999860212,0.0305513572520999,0.8865226979950549,1.0063620516440057
2036,Arrowtooth flounder,NA,NA,biomass_depletion,0.9527041370793908,0.02747151608522829,0.9003541972157306,1.0080978970442998
2037,Arrowtooth flounder,NA,NA,biomass_depletion,0.9599584970492168,0.024428279470905236,0.9132543305594317,1.0090511320022932
2038,Arrowtooth flounder,NA,NA,biomass_depletion,0.9662542250668795,0.021517148376013887,0.9249884758691288,1.0093609291535564
2039,Arrowtooth flounder,NA,NA,biomass_depletion,0.9715399987593152,0.018802351087083384,0.9353782376855744,1.0090997750008985
2040,Arrowtooth flounder,NA,NA,biomass_depletion,0.9759865260302604,0.01631264833865651,0.9445323372852695,1.0084881812838613
2041,Arrowtooth flounder,NA,NA,biomass_depletion,0.9797823495766028,0.014063011978249336,0.9526034402100851,1.0077367055593855
2042,Arrowtooth flounder,NA,NA,biomass_depletion,0.9830376397963451,0.012055655361544147,0.9596907012721686,1.0069525524998368
2043,Arrowtooth flounder,NA,NA,biomass_depletion,0.9858649824389154,0.010286482703892695,0.965908598323362,1.0062336801705387
2044,Arrowtooth flounder,NA,NA,biomass_depletion,0.9882846801178697,0.008741533095236254,0.9712992468256809,1.0055671433367945
2045,Arrowtooth flounder,NA,NA,biomass_depletion,0.9903128332914194,0.007395746324457686,0.9759230070762555,1.0049148351567128
2046,Arrowtooth flounder,NA,NA,biomass_depletion,0.9920337383670669,0.00623587197101087,0.9798866350971327,1.00433142244152
2047,Arrowtooth flounder,NA,NA,biomass_depletion,0.9934845982395432,0.005095853416358329,0.9835469453250734,1.0035226601338973
2048,Arrowtooth flounder,NA,NA,biomass_depletion,0.9946704481962805,0.004165334772507543,0.9865399538244007,1.0028679494222414
2049,Arrowtooth flounder,NA,NA,biomass_depletion,0.9956399210367898,0.003405498387718193,0.9889875899882339,1.0023369983580266
2050,Arrowtooth flounder,NA,NA,biomass_depletion,0.9964326583219221,0.0027848117315605234,0.9909894492898527,1.0019057652752943
1977,Arrowtooth flounder,NA,NA,ssb_depletion,1.001329000518865,0.040346514379010726,0.9252931784000986,1.0836130544199876
1978,Arrowtooth flounder,NA,NA,ssb_depletion,0.9939595083339466,0.04033838266045529,0.9179603685990231,1.0762507162648682
1979,Arrowtooth flounder,NA,NA,ssb_depletion,0.9876919905741814,0.04032634684760381,0.9117335488499543,1.0699786900184964
1980,Arrowtooth flounder,NA,NA,ssb_depletion,0.9824716730834152,0.040284990687168926,0.9066039566972045,1.064688259168615
1981,Arrowtooth flounder,NA,NA,ssb_depletion,0.9773627939498345,0.040112541969776504,0.9018226134657712,1.0592305146644927
1982,Arrowtooth flounder,NA,NA,ssb_depletion,0.9724485104239847,0.03965128422498775,0.8977576993323735,1.0533533782323152
1983,Arrowtooth flounder,NA,NA,ssb_depletion,0.968760015679803,0.03962975202797049,0.8941193654284526,1.049631631152754
1984,Arrowtooth flounder,NA,NA,ssb_depletion,0.9626867803120951,0.04148476487106413,0.884717142191608,1.0475278400188988
1985,Arrowtooth flounder,NA,NA,ssb_depletion,0.9587178583376706,0.044301597960928196,0.8757042623230307,1.0496008429344799
1986,Arrowtooth flounder,NA,NA,ssb_depletion,0.9568588642435175,0.04684948201957925,0.869303782911342,1.0532323729399573
1987,Arrowtooth flounder,NA,NA,ssb_depletion,0.9562993934606588,0.04869149853282162,0.865473162426974,1.0566572941080508
1988,Arrowtooth flounder,NA,NA,ssb_depletion,0.9540403097408692,0.04971697837196506,0.8614079654465483,1.05663396337253
1989,Arrowtooth flounder,NA,NA,ssb_depletion,0.9529950348776592,0.049895214834572856,0.8600524656748232,1.055981550833495
1990,Arrowtooth flounder,NA,NA,ssb_depletion,0.9557121206660182,0.04921486699385063,0.8639608253010612,1.0572072608380751
1991,Arrowtooth flounder,NA,NA,ssb_depletion,0.9571429392868503,0.04773206858811053,0.8680164523798968,1.0554207857637707
1992,Arrowtooth flounder,NA,NA,ssb_depletion,0.9543001073311883,0.04564410070330993,0.868904543908416,1.0480883098573204
1993,Arrowtooth flounder,NA,NA,ssb_depletion,0.9512702254518943,0.04307509234731578,0.870482585168019,1.039555595080208
1994,Arrowtooth flounder,NA,NA,ssb_depletion,0.9531733881751762,0.04046258062897967,0.87707770694120335,1.0358711670985965
1995,Arrowtooth flounder,NA,NA,ssb_depletion,0.9518020644687754,0.03830582314946035,0.879608758941624,1.0299205876679378
1996,Arrowtooth flounder,NA,NA,ssb_depletion,0.9520806718975359,0.036625301746119894,0.8829358185473178,1.0266404270383385
1997,Arrowtooth flounder,NA,NA,ssb_depletion,0.9489823058831841,0.03547110570408439,0.8819457326578711,1.021114319772686
1998,Arrowtooth flounder,NA,NA,ssb_depletion,0.9505811915629756,0.03513944584291536,0.8841449415837153,1.022009581522589
1999,Arrowtooth flounder,NA,NA,ssb_depletion,0.9516760626368475,0.03518502377591822,0.8851539863733258,1.0231974799173382
2000,Arrowtooth flounder,NA,NA,ssb_depletion,0.9470609143027533,0.03514373024844949,0.8806256932407857,1.0185080702099443
2001,Arrowtooth flounder,NA,NA,ssb_depletion,0.9364935921382828,0.03506814712518765,0.8702229408500268,1.007810995259902
2002,Arrowtooth flounder,NA,NA,ssb_depletion,0.9322288190906769,0.03512227632223207,0.8658706109724099,1.0036725581518662
2003,Arrowtooth flounder,NA,NA,ssb_depletion,0.9330142375762146,0.03519422675543023,0.8665230119833087,1.0046075585776748
2004,Arrowtooth flounder,NA,NA,ssb_depletion,0.9374546534303785,0.03548807077485448,0.8704170241099524,1.0096553754068773
2005,Arrowtooth flounder,NA,NA,ssb_depletion,0.9654216456263587,0.036352757829293904,0.8967372469285139,1.0393668346400322
2006,Arrowtooth flounder,NA,NA,ssb_depletion,0.9996924884049473,0.03816139902220782,0.9276270303204361,1.0773565654162232
2007,Arrowtooth flounder,NA,NA,ssb_depletion,1.0217515504348698,0.04052520339028054,0.9453323907247889,1.1043483128888039
2008,Arrowtooth flounder,NA,NA,ssb_depletion,1.0273574842181197,0.041123065159539694,0.9498383358306511,1.1112032022333167
2009,Arrowtooth flounder,NA,NA,ssb_depletion,1.0169433970222252,0.04027063510157935,0.9409996684346722,1.0990161925002842
2010,Arrowtooth flounder,NA,NA,ssb_depletion,1.0041437824979376,0.039116099865581774,0.93033127234784,1.083812579345685
2011,Arrowtooth flounder,NA,NA,ssb_depletion,0.9895390072090406,0.03805872776522182,0.9176874606860386,1.0670162650541606
2012,Arrowtooth flounder,NA,NA,ssb_depletion,0.9666767157734093,0.03697143107697193,0.8968633559045383,1.0419244656015678
2013,Arrowtooth flounder,NA,NA,ssb_depletion,0.9452920356388773,0.03551383786532318,0.8781871191057431,1.0175246404800617
2014,Arrowtooth flounder,NA,NA,ssb_depletion,0.9151738023636575,0.033407190081768005,0.8519843373023896,0.9830498658985215
2015,Arrowtooth flounder,NA,NA,ssb_depletion,0.8669916719017712,0.030930936005919053,0.808439120572064,0.9297849893942934
2016,Arrowtooth flounder,NA,NA,ssb_depletion,0.830027576856096,0.02881524693655148,0.7754292857242711,0.8884701558545202
2017,Arrowtooth flounder,NA,NA,ssb_depletion,0.7955559890271134,0.027281544638560994,0.7438424920475705,0.8508647172531152
2018,Arrowtooth flounder,NA,NA,ssb_depletion,0.7630171548245085,0.026346157163262034,0.7130881731016545,0.8164420621704701
2019,Arrowtooth flounder,NA,NA,ssb_depletion,0.7450463315075463,0.025928112028886917,0.6959225289823558,0.7976376866323955
2020,Arrowtooth flounder,NA,NA,ssb_depletion,0.7284669683041595,0.02581906127415944,0.679580204699294,0.7808704848091709
2021,Arrowtooth flounder,NA,NA,ssb_depletion,0.7186803493257053,0.02595036524711878,0.6695766229607414,0.7713851212771528
2022,Arrowtooth flounder,NA,NA,ssb_depletion,0.7261691047812378,0.026130620275922493,0.6767183516885046,0.7792334394701208
2023,Arrowtooth flounder,NA,NA,ssb_depletion,0.7436671693515245,0.026378198085717834,0.6937230422974793,0.7972069904723686
2024,Arrowtooth flounder,NA,NA,ssb_depletion,0.7712224645811142,0.02731556563882683,0.7195009379821438,0.8266620076169087
2025,Arrowtooth flounder,NA,NA,ssb_depletion,0.7920184012583523,0.029189630057000693,0.7368251863850607,0.8513459630898346
2026,Arrowtooth flounder,NA,NA,ssb_depletion,0.809435390488469,0.031447359558368554,0.7500879234324739,0.8734784695333159
2027,Arrowtooth flounder,NA,NA,ssb_depletion,0.8158038811691078,0.03359116024898482,0.7525529963324231,0.884370902480062
2028,Arrowtooth flounder,NA,NA,ssb_depletion,0.8297361866130158,0.035630585901892636,0.7627595930706824,0.9025938783719918
2029,Arrowtooth flounder,NA,NA,ssb_depletion,0.8412933979126412,0.03782581791991919,0.7703288758438336,0.9187953399722778
2030,Arrowtooth flounder,NA,NA,ssb_depletion,0.8527187422915867,0.0403098706483857,0.777262400072886,0.9355003579063654
2031,Arrowtooth flounder,NA,NA,ssb_depletion,0.8645278015804717,0.042957405635306756,0.7843027268286522,0.9529589712479106
2032,Arrowtooth flounder,NA,NA,ssb_depletion,0.8768512401701876,0.0455452382933626,0.7919777377642051,0.9708203409335104
2033,Arrowtooth flounder,NA,NA,ssb_depletion,0.8900771757462382,0.04712497201462102,0.8023446401062923,0.9874028430967602
2034,Arrowtooth flounder,NA,NA,ssb_depletion,0.9034440446410975,0.04626007722551445,0.8171771506347963,0.998817870963988
2035,Arrowtooth flounder,NA,NA,ssb_depletion,0.9162555155705765,0.04350964612406459,0.8348263197150892,1.0056273382708116
2036,Arrowtooth flounder,NA,NA,ssb_depletion,0.9280945444960447,0.03991399595717584,0.853070873940232,1.009716202763792
2037,Arrowtooth flounder,NA,NA,ssb_depletion,0.9387927497089931,0.03601793214234004,0.8707878054222719,1.0121086003022137
2038,Arrowtooth flounder,NA,NA,ssb_depletion,0.9481803205872941,0.032097010645587044,0.8873128510440937,1.0132231481727372
2039,Arrowtooth flounder,NA,NA,ssb_depletion,0.9561224859634506,0.028312185640539868,0.9022111893378971,1.0132552322209705
2040,Arrowtooth flounder,NA,NA,ssb_depletion,0.9628489754172965,0.0247547904438465,0.9155326377908313,1.0126107046267248
2041,Arrowtooth flounder,NA,NA,ssb_depletion,0.9686286668332059,0.021478319993268342,0.9274335888881211,1.0116535625326122
2042,Arrowtooth flounder,NA,NA,ssb_depletion,0.9736139599103002,0.018510398319500097,0.9380018719288755,1.0105780929657808
2043,Arrowtooth flounder,NA,NA,ssb_depletion,0.9779663721708152,0.015863502927372864,0.9473635243222632,1.0095577891086316
2044,Arrowtooth flounder,NA,NA,ssb_depletion,0.9817064126391335,0.013529972654175883,0.955543111338892,1.0085860796656352
2045,Arrowtooth flounder,NA,NA,ssb_depletion,0.9848510407694488,0.011481174403752343,0.9626034855648979,1.0076127783138746
2046,Arrowtooth flounder,NA,NA,ssb_depletion,0.9875267639269956,0.0097042853310928,0.9686887096973551,1.006731161114499
2047,Arrowtooth flounder,NA,NA,ssb_depletion,0.9897877826735226,0.007945197901007164,0.9743373403104977,1.0054832286501185
2048,Arrowtooth flounder,NA,NA,ssb_depletion,0.9916389482545902,0.006504978924811298,0.978971034174099,1.0044707855172275
2049,Arrowtooth flounder,NA,NA,ssb_depletion,0.9931545544448496,0.005325827358038652,0.9827707888753208,1.0036480328676942
2050,Arrowtooth flounder,NA,NA,ssb_depletion,0.9943954278423702,0.004360419708032663,0.9858857824286913,1.002978524021196
1977,Arrowtooth flounder,NA,NA,F_spp,0.005653604665424315,NA,NA,NA
1978,Arrowtooth flounder,NA,NA,F_spp,0.0050651125584962745,NA,NA,NA
1979,Arrowtooth flounder,NA,NA,F_spp,0.004590587051820508,NA,NA,NA
1980,Arrowtooth flounder,NA,NA,F_spp,0.004777981467930023,NA,NA,NA
1981,Arrowtooth flounder,NA,NA,F_spp,0.004549909442421249,NA,NA,NA
1982,Arrowtooth flounder,NA,NA,F_spp,0.0028540624931531673,NA,NA,NA
1983,Arrowtooth flounder,NA,NA,F_spp,0.003916878265786794,NA,NA,NA
1984,Arrowtooth flounder,NA,NA,F_spp,0.0021501244684298997,NA,NA,NA
1985,Arrowtooth flounder,NA,NA,F_spp,9.595186248821259e-4,NA,NA,NA
1986,Arrowtooth flounder,NA,NA,F_spp,7.613273134416642e-4,NA,NA,NA
1987,Arrowtooth flounder,NA,NA,F_spp,0.0030942132845493417,NA,NA,NA
1988,Arrowtooth flounder,NA,NA,F_spp,0.0032020636894086107,NA,NA,NA
1989,Arrowtooth flounder,NA,NA,F_spp,0.0016043745154248371,NA,NA,NA
1990,Arrowtooth flounder,NA,NA,F_spp,0.004757288362997424,NA,NA,NA
1991,Arrowtooth flounder,NA,NA,F_spp,0.010645286590472803,NA,NA,NA
1992,Arrowtooth flounder,NA,NA,F_spp,0.013470364213483126,NA,NA,NA
1993,Arrowtooth flounder,NA,NA,F_spp,0.011697181559737233,NA,NA,NA
1994,Arrowtooth flounder,NA,NA,F_spp,0.014022186356152228,NA,NA,NA
1995,Arrowtooth flounder,NA,NA,F_spp,0.011179082813324305,NA,NA,NA
1996,Arrowtooth flounder,NA,NA,F_spp,0.013769599132031308,NA,NA,NA
1997,Arrowtooth flounder,NA,NA,F_spp,0.010047498620156609,NA,NA,NA
1998,Arrowtooth flounder,NA,NA,F_spp,0.007964047080318825,NA,NA,NA
1999,Arrowtooth flounder,NA,NA,F_spp,0.009947407427687719,NA,NA,NA
2000,Arrowtooth flounder,NA,NA,F_spp,0.01503437682003137,NA,NA,NA
2001,Arrowtooth flounder,NA,NA,F_spp,0.012442780914561363,NA,NA,NA
2002,Arrowtooth flounder,NA,NA,F_spp,0.013178321290350223,NA,NA,NA
2003,Arrowtooth flounder,NA,NA,F_spp,0.01856079998273505,NA,NA,NA
2004,Arrowtooth flounder,NA,NA,F_spp,0.009404001476474964,NA,NA,NA
2005,Arrowtooth flounder,NA,NA,F_spp,0.011499406051289055,NA,NA,NA
2006,Arrowtooth flounder,NA,NA,F_spp,0.01555531829961472,NA,NA,NA
2007,Arrowtooth flounder,NA,NA,F_spp,0.014222839684522723,NA,NA,NA
2008,Arrowtooth flounder,NA,NA,F_spp,0.01650837281098317,NA,NA,NA
2009,Arrowtooth flounder,NA,NA,F_spp,0.014348516492677531,NA,NA,NA
2010,Arrowtooth flounder,NA,NA,F_spp,0.01443711204912786,NA,NA,NA
2011,Arrowtooth flounder,NA,NA,F_spp,0.018913305342847377,NA,NA,NA
2012,Arrowtooth flounder,NA,NA,F_spp,0.013105036270380717,NA,NA,NA
2013,Arrowtooth flounder,NA,NA,F_spp,0.014316796923253548,NA,NA,NA
2014,Arrowtooth flounder,NA,NA,F_spp,0.02524594087497384,NA,NA,NA
2015,Arrowtooth flounder,NA,NA,F_spp,0.0141402200349336,NA,NA,NA
2016,Arrowtooth flounder,NA,NA,F_spp,0.01528431980706495,NA,NA,NA
2017,Arrowtooth flounder,NA,NA,F_spp,0.021491744866235774,NA,NA,NA
2018,Arrowtooth flounder,NA,NA,F_spp,0.015381075680462162,NA,NA,NA
2019,Arrowtooth flounder,NA,NA,F_spp,0.020268384463978727,NA,NA,NA
2020,Arrowtooth flounder,NA,NA,F_spp,0.017470010593618322,NA,NA,NA
2021,Arrowtooth flounder,NA,NA,F_spp,0.008076334893486978,NA,NA,NA
2022,Arrowtooth flounder,NA,NA,F_spp,0.009089525279409072,NA,NA,NA
2023,Arrowtooth flounder,NA,NA,F_spp,0.006893434294796062,NA,NA,NA
2024,Arrowtooth flounder,NA,NA,F_spp,0.013147737084923432,NA,NA,NA
2025,Arrowtooth flounder,NA,NA,F_spp,0.009456672228474298,NA,NA,NA
2026,Arrowtooth flounder,NA,NA,F_spp,0.011768802926745797,NA,NA,NA
2027,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2028,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2029,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2030,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2031,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2032,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2033,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2034,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2035,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2036,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2037,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2038,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2039,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2040,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2041,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2042,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2043,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2044,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2045,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2046,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2047,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2048,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2049,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2050,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
