
Initial statistics: 47 variables; iteration 0; function evaluation 0; phase 1
Function value 2.0676192e+06; maximum gradient component mag -1.5286e+06
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
 64 -0.01604 -2.31028e+00 | 65 -0.02420 -5.88532e+01 | 66 -0.00547  2.76322e+00
 67  0.00779 -4.17221e-01 | 68 -0.00687  3.97345e+00 | 69 -0.00284  5.64708e-02
 70  0.00030  3.97610e-01 | 71 -4.16389  3.94693e+00 | 72  0.09346 -4.40472e+01
 73  0.07135 -4.60937e+01 | 74  0.05241  1.94084e+00 | 75  0.06029  2.70199e+00
 76  0.05454  1.70443e+01 | 77 -0.01527  2.96891e+01 | 78  0.03222  4.41627e+01
 79 -0.05734  2.34142e+01 | 80 -0.18033  2.35630e+01 | 81 -0.21734  4.10921e+01
 82 -0.00492  3.23156e+01 | 83 -0.00324  2.15881e+01 | 84 -0.11290  8.06594e-02
 85  0.04344  1.49722e+01 | 86  0.15845  1.07243e+01 | 87  0.18569  4.66238e-01
 88  0.15633  2.54080e+00 | 89  0.17953 -1.43238e+01 | 90  0.14108  2.36998e+01
 91  0.16991  1.51983e+01 | 92  0.12041 -1.20362e+01 | 93  0.08462 -2.82125e+01
 94  0.11724 -3.70281e+01 | 95  0.18139 -3.65035e+01 | 96  0.15330 -3.88464e+01
 97  0.16284 -5.19043e+00 | 98  0.21715  5.66496e+00 | 99  0.11269  6.12796e+00
100  0.14395 -3.74765e+00 |101  0.19028  1.29950e+01 |102  0.17353  6.30871e+00
103  0.19392  6.92952e+00 |104  0.17023 -1.29381e+01 |105  0.17057  1.47464e+01
106  0.21161  3.00558e+01 |107  0.15320  1.50333e+01 |108  0.16583 -1.91321e+01
109  0.25766 -1.80556e+01 |110  0.16525 -3.06514e+01 |111  0.17971 -3.39975e+01
112  0.23730 -1.20153e+01 |113  0.18870 -3.45552e+00 |114  0.23739  6.60493e+00
115  0.21883 -8.09724e+00 |116  0.10759 -2.70452e+00 |117 -3.73324 -1.45490e-01
118 -2.87140  4.49928e+00 |119 -2.11202  1.79861e+00 |120 -1.46101  1.98502e+00
121 -0.94817  2.03031e+00 |122 -0.55904  3.72162e+00 |123 -0.20442 -1.60241e+01
124  0.36332  1.02153e+01 |125  0.60431 -2.98446e+00 |126  0.60093 -1.45070e-01
127  0.57799 -6.93053e+00 |128  0.56222  2.16736e+00 |129  0.53729  2.62539e+00
130  0.50359  3.08220e+00 |131  0.46082  4.03892e+00 |132  0.40790  3.91734e+00
133  0.34711  3.92609e+00 |134  0.27994  4.87571e+00 |135  0.20781 -2.24287e+01
136 -4.36790 -1.60039e+00 |137 -3.10181 -2.79915e+00 |138 -1.87283 -4.65623e+00
139 -0.78873  3.37508e+01 |140 -0.08807  4.79233e+00 |141  0.29587  2.24572e+01
142  0.36739 -5.18612e+00 |143  0.34034 -4.32668e+00 |144  0.29419 -4.06660e+00
145  0.24308 -3.99135e+00 |146  0.18864 -3.72140e+00 |147  0.13114 -3.41125e+00
148  0.07125 -3.34533e+00 |149  0.01122 -3.38111e+00 |150 -0.04625 -3.14281e+00
151 -0.09914 -3.14570e+00 |152 -0.14495 -3.23933e+00 |153 -0.18111 -2.98391e+00
154 -0.20457 -8.20201e+00 |155 -0.45729  2.78895e-01 |156 -0.39899 -1.52207e-01
157 -0.19124 -9.83018e-07 |
157 variables; iteration 720; function evaluation 816; phase 5
Function value 2.1648317e+02; maximum gradient component mag 3.8593e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.22686 -1.17561e-01 |  2  2.40901 -8.57826e-02 |  3  0.05178 -1.18082e+00
  4 -0.37262 -1.40286e-01 |  5 19.67897  2.27934e+02 |  6 -0.00833  4.95281e+01
  7  0.00472 -3.57839e+01 |  8  0.01211 -1.02837e+01 |  9 -0.00044 -3.12592e+01
 10  0.00732 -7.06658e-01 | 11 -0.03958 -9.71779e+01 | 12  0.02308  9.45238e+01
 13  0.00878  5.47642e+01 | 14 -0.00708  1.33644e+01 | 15 -0.02755 -3.80650e+01
 16  0.00415  1.05805e+02 | 17 -0.00105  9.87978e+01 | 18 -0.06453 -1.13642e+02
 19 -0.01935  3.62494e+01 | 20  0.02412  3.85930e+02 | 21 -0.01715  6.40581e+01
 22 -0.01962  5.35236e+01 | 23 -0.01376  8.93753e+01 | 24 -0.02275  3.89322e+01
 25 -0.01993  4.89925e+01 | 26 -0.01319  7.94328e+01 | 27 -0.01000  8.41214e+01
 28  0.00173  1.70904e+02 | 29 -0.00303  1.29408e+02 | 30 -0.01133  7.40457e+01
 31 -0.00398  1.36815e+02 | 32 -0.00088  1.22319e+02 | 33  0.00565  9.51295e+01
 34  0.02217  1.55952e+02 | 35  0.02300  1.54091e+02 | 36  0.02269  1.41526e+02
 37  0.02334  1.21933e+02 | 38  0.01865  7.08545e+01 | 39  0.00201 -4.01399e+01
 40  0.01622  2.94705e+01 | 41  0.01861  4.11310e+01 | 42  0.00469 -2.34393e+01
 43  0.00438 -3.25062e+01 | 44  0.00371 -5.62546e+01 | 45  0.00266 -5.95243e+01
 46  0.01082 -6.14724e+01 | 47  0.02224 -5.80535e+01 | 48  0.02374 -8.49598e+01
 49  0.03756 -7.10609e+01 | 50  0.01889 -8.80738e+01 | 51  0.01239 -1.03604e+02
 52  0.01060 -9.00133e+01 | 53  0.01354 -8.85382e+01 | 54  0.01481 -8.94819e+01
 55  0.01098 -9.68512e+01 | 56 -0.00152 -8.78634e+01 | 57 -0.00276 -8.13403e+01
 58 -0.01493 -7.30940e+01 | 59 -0.01890 -8.21085e+01 | 60 -0.01144 -9.52913e+01
 61 -0.00299 -9.30148e+01 | 62 -0.00195 -8.98691e+01 | 63 -0.01027 -8.26857e+01
 64 -0.01581 -8.63900e+01 | 65 -0.03589 -1.82546e+02 | 66 -0.00550 -8.39550e+01
 67  0.00685 -8.71911e+01 | 68 -0.00823 -8.10812e+01 | 69 -0.00183 -8.22038e+01
 70 -0.00073 -8.34781e+01 | 71 -4.20591  2.15932e+02 | 72  0.08204  3.19508e+01
 73  0.06515  2.65375e+01 | 74  0.05261  5.47059e+01 | 75  0.06339  4.04429e+01
 76  0.05967  6.41264e+00 | 77 -0.00765  3.65472e+01 | 78  0.04047  4.20573e+01
 79 -0.04983  2.85296e+01 | 80 -0.17392  2.66133e+01 | 81 -0.21311  3.90837e+01
 82 -0.00293  4.63359e+01 | 83 -0.00197  4.39267e+01 | 84 -0.11203  4.19200e+01
 85  0.04368  3.66437e+01 | 86  0.15846  2.22390e+01 | 87  0.18576  1.90450e+01
 88  0.15656  2.15283e+01 | 89  0.17937  6.42168e+00 | 90  0.14002  4.95330e+00
 91  0.16925  6.03403e+00 | 92  0.12040  1.61424e+01 | 93  0.08485  9.39432e+00
 94  0.11782  4.84991e+00 | 95  0.18184 -4.37778e+00 | 96  0.15323  7.97833e+00
 97  0.16251 -1.30243e+01 | 98  0.21666  5.74601e+00 | 99  0.11191  1.78041e+00
100  0.14327 -1.35292e+01 |101  0.19045 -1.99124e+01 |102  0.17372 -2.70098e+01
103  0.19418 -3.21233e+01 |104  0.17055 -3.33221e+01 |105  0.17058 -2.96962e+01
106  0.21105 -4.74723e+01 |107  0.15213 -4.21664e+01 |108  0.16443 -2.38242e+01
109  0.25578 -2.82177e+01 |110  0.16283 -4.87233e+01 |111  0.17655 -5.92092e+01
112  0.23339 -4.32513e+01 |113  0.18478 -2.91664e+01 |114  0.23366 -1.47133e+01
115  0.21546 -5.10273e+01 |116  0.10479 -4.38893e+01 |117 -3.96441 -1.11128e+00
118 -2.99253  5.59011e+00 |119 -2.15732  2.26821e+00 |120 -1.44981  5.32715e+00
121 -0.91997  7.84335e+00 |122 -0.55575  1.15085e+01 |123 -0.23763 -8.75860e+00
124  0.33906  3.16482e+01 |125  0.53207 -1.99874e+02 |126  0.53066  1.49572e+01
127  0.51869  1.02159e+01 |128  0.51159  1.77543e+01 |129  0.49294  1.51249e+01
130  0.46853  1.46881e+01 |131  0.43856  1.43246e+01 |132  0.40276  1.31501e+01
133  0.36191  1.11109e+01 |134  0.31857  1.12845e+01 |135  0.27174  2.31228e+01
136 -4.43416 -1.47615e+00 |137 -3.16464 -2.50567e+00 |138 -1.92877 -4.36107e+00
139 -0.82356  2.40573e+01 |140 -0.07010  2.66251e+01 |141  0.28732  9.54714e+00
142  0.38501  1.14384e+00 |143  0.37155 -1.58454e+00 |144  0.33448 -3.42256e+00
145  0.29273 -3.79259e+00 |146  0.24833 -3.78025e+00 |147  0.20080 -4.19849e+00
148  0.15166 -4.56826e+00 |149  0.10408 -4.84739e+00 |150  0.06125 -4.75462e+00
151  0.02549 -5.07182e+00 |152 -0.00033 -5.09159e+00 |153 -0.01487 -4.76913e+00
154 -0.01933 -7.21419e+00 |155 -0.46973 -5.79071e-02 |156 -0.41159 -1.43446e-01
157 -0.16412 -8.36716e-07 |
157 variables; iteration 740; function evaluation 839; phase 5
Function value 2.1304216e+02; maximum gradient component mag 4.4568e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.23480  1.52293e-01 |  2  2.40478 -1.51788e-01 |  3  0.01987 -2.27432e+00
  4 -0.36459 -4.36135e-01 |  5 19.67193 -1.81410e+01 |  6  0.00906  2.46500e+02
  7  0.00055  4.76180e+01 |  8  0.00194  5.82098e+01 |  9  0.00037  6.37180e+01
 10  0.00298  8.17543e+01 | 11 -0.03975 -6.29155e+00 | 12  0.00245  1.08916e+02
 13 -0.01888  5.61314e+01 | 14 -0.01253  8.88561e+01 | 15 -0.01787  8.54428e+01
 16  0.00694  2.18308e+02 | 17  0.01018  2.65282e+02 | 18 -0.04399  2.94500e+01
 19 -0.00361  2.15178e+02 | 20  0.02174  4.45676e+02 | 21 -0.01753  1.47346e+02
 22 -0.02269  1.21742e+02 | 23 -0.04036  4.28252e+01 | 24 -0.02727  9.19877e+01
 25 -0.01685  1.32905e+02 | 26 -0.01118  1.41560e+02 | 27 -0.00806  1.22744e+02
 28  0.00751  1.88881e+02 | 29 -0.00065  9.73174e+01 | 30 -0.01086  3.03146e+01
 31  0.00061  6.92654e+01 | 32  0.00480  2.83239e+01 | 33  0.00505 -7.08883e+01
 34  0.02620 -1.07527e+02 | 35  0.02272 -1.17007e+02 | 36  0.01573 -1.24946e+02
 37  0.02027 -1.21619e+02 | 38  0.01951 -1.08615e+02 | 39 -0.00666 -1.43379e+02
 40  0.01676 -1.10459e+02 | 41  0.01977 -9.70744e+01 | 42  0.00453 -9.29177e+01
 43  0.00051 -1.02773e+02 | 44  0.00824 -8.36840e+01 | 45  0.00822 -6.77415e+01
 46  0.01209 -9.79282e+01 | 47  0.02235 -1.19841e+02 | 48  0.02398 -1.36178e+02
 49  0.03771 -1.59253e+02 | 50  0.01893 -1.07183e+02 | 51  0.01417 -9.79619e+01
 52  0.01300 -8.41298e+01 | 53  0.01238 -1.16690e+02 | 54  0.01455 -1.32069e+02
 55  0.01225 -1.30689e+02 | 56 -0.00285 -1.03586e+02 | 57 -0.00279 -9.12908e+01
 58 -0.01626 -6.42959e+01 | 59 -0.01884 -5.88629e+01 | 60 -0.01064 -7.53254e+01
 61 -0.00344 -8.45533e+01 | 62 -0.00115 -6.73637e+01 | 63 -0.00964 -3.69338e+01
 64 -0.01593 -2.62664e+01 | 65 -0.03010 -8.97966e+01 | 66 -0.00411 -6.64217e+00
 67  0.00725 -6.58100e+00 | 68 -0.00885  5.44422e+00 | 69 -0.00140  6.77121e+00
 70 -0.00065  5.78051e+00 | 71 -4.20370 -4.64913e+00 | 72  0.07866  8.59246e+01
 73  0.06324  7.10985e+01 | 74  0.05186  6.02390e+01 | 75  0.06374  5.39432e+01
 76  0.06200  5.69645e+01 | 77 -0.00440  9.54245e+01 | 78  0.04339  1.13349e+02
 79 -0.04784  9.10505e+01 | 80 -0.17321  9.94255e+01 | 81 -0.21429  1.08685e+02
 82 -0.00566  6.21473e+01 | 83 -0.00555  4.24719e+01 | 84 -0.11606  2.87651e+01
 85  0.03976  3.37123e+00 | 86  0.15560 -4.75043e+01 | 87  0.18401 -5.20912e+01
 88  0.15601 -3.55955e+01 | 89  0.18078 -2.54146e+01 | 90  0.14278 -4.08461e+01
 91  0.17246 -1.61525e+01 | 92  0.12402  5.44267e+00 | 93  0.08859 -7.47091e+00
 94  0.12088 -1.82983e+01 | 95  0.18413 -2.06140e+01 | 96  0.15514 -3.10761e+01
 97  0.16380 -4.12666e+01 | 98  0.21705 -3.55115e+01 | 99  0.11193 -3.42330e+01
100  0.14318 -2.28910e+01 |101  0.19010 -1.42791e+01 |102  0.17329 -1.45480e+01
103  0.19349 -1.93756e+01 |104  0.16974 -4.52103e+00 |105  0.16969  1.11043e+01
106  0.21027  6.14867e+00 |107  0.15147 -3.70478e+01 |108  0.16373 -4.83935e+01
109  0.25511 -4.88644e+01 |110  0.16239 -4.45956e+01 |111  0.17624 -5.38942e+01
112  0.23319 -5.10105e+01 |113  0.18458 -4.84372e+01 |114  0.23340 -7.79901e+00
115  0.21487 -5.01744e+01 |116  0.10382 -1.01831e+02 |117 -4.24463 -4.84391e-01
118 -3.26305  2.70690e+00 |119 -2.36927  1.30490e+00 |120 -1.60963  3.14388e+00
121 -1.06362  3.45123e+00 |122 -0.71054  2.38453e+00 |123 -0.38252 -1.76634e+01
124  0.19469  1.15070e+01 |125  0.42323 -4.71094e+00 |126  0.42572  1.31673e+00
127  0.41035 -9.40965e+00 |128  0.40425  1.48471e+00 |129  0.38731  7.94618e-01
130  0.36310  2.68665e-01 |131  0.33470  2.06825e+00 |132  0.30116  1.30787e+00
133  0.26565  2.57181e+00 |134  0.22625  2.03165e+00 |135  0.18673 -4.12050e+00
136 -4.42681 -1.33635e+00 |137 -3.19635 -2.14433e+00 |138 -1.99955 -4.63505e+00
139 -0.92992  2.47749e+01 |140 -0.20353  1.75138e+01 |141  0.17398  4.34069e+00
142  0.31266 -1.41160e-01 |143  0.31902 -3.30639e+00 |144  0.29237 -3.76051e+00
145  0.25619 -3.04427e+00 |146  0.21325 -2.57749e+00 |147  0.16383 -2.52890e+00
148  0.10933 -2.46036e+00 |149  0.05252 -2.87986e+00 |150 -0.00247 -2.82803e+00
151 -0.05262 -3.12630e+00 |152 -0.09461 -3.02733e+00 |153 -0.12639 -3.03119e+00
154 -0.14534 -6.00672e+00 |155 -0.46432 -2.23283e-01 |156 -0.40651 -6.59200e-01
157 -0.15213 -7.73085e-07 |
157 variables; iteration 760; function evaluation 860; phase 5
Function value 2.0951407e+02; maximum gradient component mag -1.3557e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.22495 -2.79824e-01 |  2  2.40991  1.19873e-01 |  3  0.06410 -6.96658e-01
  4 -0.37501  1.89750e-01 |  5 19.68278 -1.35565e+02 |  6  0.00745 -4.44091e+00
  7 -0.00374  3.41207e+01 |  8 -0.00590  2.97786e+01 |  9 -0.00346  2.93323e+01
 10 -0.00951  2.24163e+01 | 11 -0.01790  1.37740e+01 | 12 -0.00100  2.08247e+01
 13 -0.02259  4.67027e+00 | 14  0.00097  1.09237e+01 | 15  0.00123  4.57226e+00
 16  0.00955 -5.20998e+00 | 17  0.01521 -2.52050e+01 | 18 -0.03299 -2.76134e+01
 19  0.01232 -6.08098e+01 | 20  0.01584 -9.10406e+01 | 21 -0.02477 -5.71963e+01
 22 -0.02032 -6.61224e+01 | 23 -0.03293 -6.70840e+01 | 24 -0.01948 -7.09908e+01
 25 -0.02041 -7.21728e+01 | 26 -0.02144 -8.03370e+01 | 27 -0.01394 -8.78600e+01
 28  0.00239 -7.20398e+01 | 29 -0.00541 -5.66985e+01 | 30 -0.01037 -2.55815e+01
 31 -0.00459  1.85410e+01 | 32 -0.00279  1.50065e+01 | 33  0.00775  7.87060e+00
 34  0.01964 -1.24860e+01 | 35  0.01874  1.38877e+01 | 36  0.02169  5.03663e+01
 37  0.01951  3.41337e+01 | 38  0.01961  4.60169e+01 | 39 -0.00327 -2.86572e+01
 40  0.02009  5.90667e+01 | 41  0.02327  8.41974e+01 | 42  0.00103  1.49503e+01
 43  0.00278  2.21643e+01 | 44  0.00387  1.41076e+01 | 45  0.00435  2.71947e+01
 46  0.01033  1.15811e+01 | 47  0.02404  2.47539e+01 | 48  0.02334 -4.47593e+00
 49  0.03820  1.41527e+01 | 50  0.01979  2.22090e+01 | 51  0.01350  1.39912e+01
 52  0.01107  2.15322e+01 | 53  0.01418  1.59932e+01 | 54  0.01496  3.03982e+00
 55  0.01183 -4.76946e+00 | 56 -0.00468 -1.25112e+01 | 57 -0.00560 -1.11788e+01
 58 -0.02157 -1.09691e+01 | 59 -0.02244 -4.99031e+00 | 60 -0.00909  2.06335e+00
 61 -0.00247 -7.83106e+00 | 62 -0.00086  7.59243e+00 | 63 -0.01107  1.77284e+01
 64 -0.01755  2.26914e+01 | 65 -0.02283 -1.38806e+01 | 66 -0.00703  3.91020e+01
 67  0.00735  4.44321e+01 | 68 -0.00925  4.90278e+01 | 69 -0.00330  4.79123e+01
 70 -0.00135  4.76627e+01 | 71 -4.23095 -1.26348e+02 | 72  0.06577  4.24309e+01
 73  0.05101  2.55484e+01 | 74  0.04121 -3.99212e+01 | 75  0.05399 -3.69180e+01
 76  0.05312 -3.11188e+01 | 77 -0.01215 -1.36306e+01 | 78  0.03798 -2.51460e+00
 79 -0.05021 -1.02632e+01 | 80 -0.17301 -3.00719e+01 | 81 -0.21169 -4.45318e+01
 82 -0.00100 -2.23929e+01 | 83  0.00018 -4.12639e+01 | 84 -0.10926 -3.63017e+01
 85  0.04721 -2.07626e+01 | 86  0.16299 -1.62847e+01 | 87  0.19135  2.45097e+01
 88  0.16296  3.24194e+01 | 89  0.18603  4.07479e+01 | 90  0.14614 -6.56201e-01
 91  0.17459  9.82206e+00 | 92  0.12505  1.53591e+01 | 93  0.08859  2.01090e+01
 94  0.12041  3.29621e+01 | 95  0.18400  3.73779e+01 | 96  0.15514  3.38548e+01
 97  0.16395  2.68321e-01 | 98  0.21751 -3.16584e+00 | 99  0.11243  1.74121e+01
100  0.14341 -7.57806e+00 |101  0.19038  1.82027e+01 |102  0.17353  3.56123e+01
103  0.19365  1.00729e+01 |104  0.16969  1.42962e+01 |105  0.16961  1.85072e+01
106  0.21006 -8.48047e+00 |107  0.15148 -7.50397e-01 |108  0.16423  3.73723e+00
109  0.25619  1.86806e+01 |110  0.16374  1.79644e+01 |111  0.17785  1.65332e+01
112  0.23485  4.46904e+00 |113  0.18581 -3.80817e+01 |114  0.23426 -4.22111e+01
115  0.21559 -2.48230e+01 |116  0.10459 -2.16279e+01 |117 -4.13196 -3.96362e-01
118 -3.13302  1.73229e+00 |119 -2.21644  2.86921e+00 |120 -1.46897  8.91621e-01
121 -0.92038  1.19426e+00 |122 -0.56740  5.57495e-01 |123 -0.27188 -2.40813e+01
124  0.28887  5.39250e+00 |125  0.48731 -1.42433e+01 |126  0.49189  1.11049e+02
127  0.48598 -1.65828e+01 |128  0.49161 -5.59872e+00 |129  0.47745 -6.30049e+00
130  0.45403 -5.83930e+00 |131  0.42454 -5.11331e+00 |132  0.39092 -5.20479e+00
133  0.35683 -5.41728e+00 |134  0.32507 -4.29724e+00 |135  0.29607 -3.04751e+01
136 -4.35416 -1.21346e+00 |137 -3.14627 -2.06913e+00 |138 -1.97087 -3.93407e+00
139 -0.91851  1.92536e+01 |140 -0.18682  1.96485e+01 |141  0.18522 -9.34598e-01
142  0.32714  1.00395e+00 |143  0.32869 -7.56735e+00 |144  0.30835 -3.13411e+00
145  0.27952 -2.82963e+00 |146  0.24450 -2.25509e+00 |147  0.20360 -1.98404e+00
148  0.15801 -2.02314e+00 |149  0.11090 -1.97849e+00 |150  0.06539 -2.00552e+00
151  0.02450 -2.08735e+00 |152 -0.00911 -1.89019e+00 |153 -0.03368 -2.30921e+00
154 -0.04660 -1.81178e+00 |155 -0.47186  2.52837e-01 |156 -0.41407  2.05683e-02
157 -0.14717 -7.46960e-07 |
157 variables; iteration 780; function evaluation 884; phase 5
Function value 2.0469298e+02; maximum gradient component mag 4.8111e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.22088  9.07878e-01 |  2  2.40959  1.49917e-01 |  3  0.07347 -1.68330e-01
  4 -0.37638 -6.16571e-01 |  5 19.69028  1.96739e+02 |  6 -0.00956  1.19187e+02
  7 -0.00539 -2.97484e+01 |  8 -0.00265 -1.46311e+01 |  9  0.00487  1.74186e+01
 10 -0.00557 -1.05824e+00 | 11 -0.00875  2.03554e+00 | 12 -0.02291 -2.68963e+01
 13 -0.02810 -2.99500e+01 | 14  0.00396  1.13953e+02 | 15  0.00934  1.76180e+02
 16 -0.00022  1.43983e+02 | 17  0.03222  4.81110e+02 | 18 -0.01645  8.73614e+01
 19  0.00674  2.64994e+02 | 20  0.00273  2.32315e+02 | 21 -0.01793  8.27042e+01
 22 -0.01757  7.21167e+01 | 23 -0.03161 -9.45207e+00 | 24 -0.02056  2.48765e+01
 25 -0.01863  1.94415e+01 | 26 -0.01102  4.47865e+01 | 27 -0.01120  2.35878e+01
 28 -0.00248  6.29110e+01 | 29 -0.00563  5.05777e+01 | 30 -0.01544  8.33961e+00
 31 -0.01025  4.76569e+01 | 32 -0.00352  6.26863e+01 | 33  0.00427  4.83148e+01
 34  0.02279  1.25269e+02 | 35  0.01941  9.27575e+01 | 36  0.01815  8.25472e+01
 37  0.02418  1.21929e+02 | 38  0.02397  1.18391e+02 | 39 -0.00993 -1.03999e+02
 40  0.01828  3.82534e+01 | 41  0.01979  2.54031e+01 | 42  0.00438 -5.14348e+01
 43  0.00232 -7.89709e+01 | 44  0.00434 -9.32023e+01 | 45  0.00704 -7.41365e+01
 46  0.01433 -8.48145e+01 | 47  0.02327 -1.01628e+02 | 48  0.02194 -1.32013e+02
 49  0.03883 -8.61766e+01 | 50  0.01421 -1.17032e+02 | 51  0.01452 -7.19837e+01
 52  0.00915 -7.63934e+01 | 53  0.01036 -8.43589e+01 | 54  0.01255 -8.18391e+01
 55  0.00929 -8.77755e+01 | 56 -0.00168 -7.27661e+01 | 57 -0.00657 -9.61210e+01
 58 -0.01709 -8.18537e+01 | 59 -0.02151 -9.73793e+01 | 60 -0.01100 -1.02268e+02
 61 -0.00247 -1.05557e+02 | 62 -0.00182 -1.04734e+02 | 63 -0.01098 -9.50492e+01
 64 -0.01685 -9.09821e+01 | 65 -0.02191 -1.31017e+02 | 66 -0.00746 -8.47457e+01
 67  0.00849 -7.56051e+01 | 68 -0.00883 -7.17672e+01 | 69 -0.00080 -7.00526e+01
 70 -0.00135 -7.27955e+01 | 71 -4.23390  1.87223e+02 | 72  0.06488  1.15218e+02
 73  0.05098  9.65159e+01 | 74  0.04105  1.27766e+02 | 75  0.05252  9.27397e+01
 76  0.05066  8.51251e+01 | 77 -0.01510  2.82336e+01 | 78  0.03498 -2.05698e+01
 79 -0.05353 -3.66167e+01 | 80 -0.17614  2.88308e+01 | 81 -0.21333  3.81772e+01
 82 -0.00121 -3.41580e-01 | 83  0.00093  1.12431e+01 | 84 -0.10737  3.17781e+01
 85  0.04961  4.19987e+00 | 86  0.16564  7.26201e+00 | 87  0.19290 -1.69127e+01
 88  0.16350  1.75404e+01 | 89  0.18652  2.70228e+01 | 90  0.14622 -1.15155e+01
 91  0.17422  1.84734e+01 | 92  0.12480  4.47158e+01 | 93  0.08868  7.22782e+01
 94  0.12055  4.89533e+01 | 95  0.18361  8.98061e+00 | 96  0.15421 -2.30252e+01
 97  0.16287 -7.25114e+01 | 98  0.21642 -4.70258e+01 | 99  0.11126 -4.85403e+01
100  0.14255 -5.63249e+01 |101  0.18990 -3.92107e+01 |102  0.17349 -5.27858e+01
103  0.19441 -5.69987e+01 |104  0.17116 -5.17143e+01 |105  0.17149 -2.83823e+01
106  0.21252 -2.14775e+00 |107  0.15390 -1.89789e+01 |108  0.16638 -2.16445e+01
109  0.25780 -9.71479e+00 |110  0.16485 -1.31186e+01 |111  0.17855 -1.98878e+01
112  0.23526 -2.70712e+01 |113  0.18613 -5.19182e+01 |114  0.23439 -3.35997e+01
115  0.21543 -5.20008e+01 |116  0.10426 -8.73187e+01 |117 -4.43221 -1.74607e+00
118 -3.32477  3.46682e+00 |119 -2.35382  2.45762e+00 |120 -1.56863  4.11632e+00
121 -1.01314  6.03199e+00 |122 -0.65287  6.92774e+00 |123 -0.32323 -1.03830e+01
124  0.24481  2.51117e+01 |125  0.45958  1.30535e+01 |126  0.46093  9.09820e+00
127  0.46687 -1.72232e+02 |128  0.46398  1.81107e+01 |129  0.45221  1.54382e+01
130  0.43648  1.26487e+01 |131  0.42008  1.21141e+01 |132  0.40021  1.19135e+01
133  0.37430  8.96556e+00 |134  0.34558  1.12465e+01 |135  0.31010  2.37583e+01
136 -4.33030 -1.02177e+00 |137 -3.14580 -1.38932e+00 |138 -1.99096 -3.59020e+00
139 -0.94417  1.62660e+01 |140 -0.18770  2.68398e+01 |141  0.20628 -3.63844e+00
142  0.39313  1.10315e+01 |143  0.40789 -7.37089e+00 |144  0.39276 -1.68152e+00
145  0.36753 -1.60972e+00 |146  0.33534 -2.45918e+00 |147  0.29831 -2.89012e+00
148  0.25803 -3.18646e+00 |149  0.21667 -3.02117e+00 |150  0.17571 -3.50874e+00
151  0.13809 -3.37038e+00 |152  0.10559 -3.53453e+00 |153  0.08046 -3.32061e+00
154  0.06475 -8.49906e+00 |155 -0.46838 -3.15618e-01 |156 -0.40696  1.24696e-01
157 -0.12269 -6.19241e-07 |
157 variables; iteration 800; function evaluation 905; phase 5
Function value 1.9902055e+02; maximum gradient component mag -1.3998e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.21848  5.65181e-01 |  2  2.40992  4.55712e-02 |  3  0.11180  1.23308e+00
  4 -0.38212  9.64505e-01 |  5 19.67459 -3.13335e+01 |  6 -0.03183 -6.70240e+00
  7 -0.00610  1.15714e+01 |  8 -0.00352  1.63681e+01 |  9 -0.00442  1.71293e+01
 10 -0.00367  2.06978e+01 | 11 -0.00978  1.46283e+01 | 12 -0.02681 -6.87990e+00
 13 -0.01874  7.10610e+00 | 14 -0.00937  2.51954e+01 | 15  0.00112  4.88681e+01
 16 -0.01153  2.95992e+01 | 17  0.02991  1.34586e+02 | 18 -0.00608  4.29856e+01
 19  0.01173  9.08334e+01 | 20 -0.02455  6.25012e+00 | 21 -0.00804  4.64805e+01
 22 -0.01539  3.27549e+01 | 23 -0.01003  5.34790e+01 | 24 -0.00601  7.42439e+01
 25 -0.01084  5.64494e+01 | 26 -0.01184  3.71386e+01 | 27 -0.00724  2.60857e+01
 28 -0.00683 -5.90834e+00 | 29 -0.00501 -3.99713e+00 | 30 -0.01121 -1.93536e+01
 31 -0.00834 -1.52231e+01 | 32 -0.00350 -3.71159e+01 | 33  0.00706 -7.68117e+01
 34  0.02452 -1.14046e+02 | 35  0.02508 -1.00635e+02 | 36  0.02251 -8.58705e+01
 37  0.02072 -8.65376e+01 | 38  0.02083 -6.24444e+01 | 39 -0.01855 -1.39980e+02
 40  0.01683 -3.69766e+01 | 41  0.01759 -1.74778e+01 | 42  0.00034 -3.50177e+01
 43  0.00289 -1.38748e+01 | 44  0.00675 -5.39158e-01 | 45  0.00174 -1.32243e+01
 46  0.01177  6.19937e-01 | 47  0.02291  3.14296e+00 | 48  0.02924  2.37332e+01
 49  0.03727 -5.82413e+00 | 50  0.01632 -2.24879e+01 | 51  0.01426 -4.31104e+00
 52  0.00973 -8.13859e+00 | 53  0.01218 -9.90604e+00 | 54  0.01256 -1.55617e+01
 55  0.01028 -8.58656e+00 | 56 -0.00139  1.09612e+01 | 57 -0.00469  8.92635e+00
