
Initial statistics: 47 variables; iteration 0; function evaluation 0; phase 1
Function value 2.0676192e+06; maximum gradient component mag -1.5286e+06
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
145  0.46827 -1.67372e-01 |146  0.45627  3.19904e-02 |147  0.42694  3.18538e-02
148  0.39069  2.96528e-02 |149  0.35182  2.72108e-02 |150  0.31303  2.59920e-02
151  0.27645  2.34325e-02 |152  0.24398  2.28473e-02 |153  0.21748  2.15737e-02
154  0.19986  9.75002e-02 |155 -0.43397  1.52897e-04 |156 -0.36775 -2.10929e-03
157 -0.00199 -9.93208e-09 |
157 variables; iteration 1560; function evaluation 1694; phase 5
Function value 1.7767476e+02; maximum gradient component mag -4.6668e-01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.22304 -2.58973e-04 |  2  2.41049  1.17649e-04 |  3  0.08075  4.46658e-05
  4 -0.37844 -1.82250e-04 |  5 19.69451  3.00658e-01 |  6 -0.01060  1.13853e-01
  7 -0.00276 -4.37703e-02 |  8 -0.00328 -3.87645e-02 |  9 -0.00391 -3.98141e-02
 10 -0.00459 -1.87297e-02 | 11 -0.00577 -4.21804e-01 | 12 -0.00646 -7.52847e-02
 13 -0.00763 -1.73403e-01 | 14 -0.00895  1.79497e-02 | 15 -0.01050  4.22340e-02
 16 -0.01174  1.30714e-01 | 17 -0.01059  2.05186e-01 | 18 -0.00887  2.48179e-01
 19 -0.00683  1.76301e-01 | 20 -0.00679 -4.66678e-01 | 21 -0.00713  1.93170e-01
 22 -0.00842  9.73943e-02 | 23 -0.01000  7.06964e-02 | 24 -0.01156  3.39018e-02
 25 -0.01137  1.83049e-02 | 26 -0.00870  3.96914e-02 | 27 -0.00461  5.62259e-02
 28 -0.00146 -8.08468e-02 | 29 -0.00495 -3.98160e-03 | 30 -0.01144  2.64078e-02
 31 -0.01291 -5.60744e-02 | 32 -0.00766 -7.01004e-03 | 33  0.00550  7.75654e-02
 34  0.02154  1.45477e-01 | 35  0.02027  1.14127e-01 | 36  0.01845  9.68456e-02
 37  0.01923  8.69741e-02 | 38  0.01654  1.26105e-01 | 39  0.01004  2.13754e-01
 40  0.01270  1.52885e-01 | 41  0.01118  9.77443e-02 | 42  0.00169  6.41989e-02
 43  0.00113 -1.42718e-03 | 44  0.00410  2.36759e-02 | 45  0.00292  1.65812e-02
 46  0.01119  2.50843e-02 | 47  0.02212  5.72860e-02 | 48  0.02549  7.07329e-02
 49  0.03568  8.98898e-02 | 50  0.01758  1.76850e-02 | 51  0.01308 -3.35568e-03
 52  0.00921 -8.51906e-03 | 53  0.01115 -7.45525e-03 | 54  0.01180 -6.19089e-03
 55  0.00897 -3.68016e-02 | 56 -0.00427 -6.80310e-02 | 57 -0.00616 -7.10232e-02
 58 -0.01853 -9.13707e-02 | 59 -0.01949 -8.49972e-02 | 60 -0.00900 -8.25872e-02
 61 -0.00154 -7.92042e-02 | 62 -0.00099 -8.82058e-02 | 63 -0.00953 -9.27591e-02
 64 -0.01454 -9.54093e-02 | 65 -0.00866 -1.65867e-01 | 66 -0.00483 -1.00231e-01
 67  0.00833 -1.05215e-01 | 68 -0.01012 -1.06845e-01 | 69 -0.00273 -1.10293e-01
 70  0.00000 -1.07742e-01 | 71 -4.10956  2.73971e-01 | 72  0.08726  4.63108e-02
 73  0.07098  4.63676e-02 | 74  0.05658  3.39970e-02 | 75  0.06319 -2.94304e-02
 76  0.05641  1.61775e-03 | 77 -0.01338 -4.46674e-02 | 78  0.03355 -3.17748e-02
 79 -0.05753 -3.45846e-02 | 80 -0.18242 -1.29521e-02 | 81 -0.22064  8.09289e-03
 82 -0.00753 -9.24908e-03 | 83 -0.00375  1.28803e-02 | 84 -0.11029  1.49723e-02
 85  0.04870 -7.59139e-03 | 86  0.16559  7.94679e-03 | 87  0.19364 -3.33419e-03
 88  0.16373  1.83510e-02 | 89  0.18534  2.30364e-02 | 90  0.14524  1.18783e-02
 91  0.17401  1.01222e-02 | 92  0.12343 -3.30449e-03 | 93  0.08720 -5.55777e-03
 94  0.12082 -1.30098e-02 | 95  0.18514  1.67162e-02 | 96  0.15696  3.69759e-02
 97  0.16731  5.16796e-02 | 98  0.22223  5.49132e-02 | 99  0.11710  7.82860e-03
100  0.14723 -1.14173e-02 |101  0.19209 -1.64172e-02 |102  0.17442 -3.11368e-02
103  0.19372 -7.03875e-03 |104  0.16901  1.22586e-02 |105  0.16853  4.87618e-02
106  0.20877  4.18611e-02 |107  0.14969 -1.14193e-02 |108  0.16153 -1.41026e-02
109  0.25213 -2.13862e-02 |110  0.15949 -2.55899e-02 |111  0.17345 -3.21073e-02
112  0.22988 -4.29203e-02 |113  0.18036 -4.76138e-02 |114  0.22760 -4.49965e-02
115  0.20795 -6.92242e-03 |116  0.09639  1.09144e-02 |117 -4.91614  2.24350e-02
118 -3.94068 -2.69812e-03 |119 -2.99221 -3.62124e-03 |120 -2.12363 -3.52430e-03
121 -1.38419 -4.97226e-03 |122 -0.78232 -4.98881e-03 |123 -0.29152  8.00826e-02
124  0.10052 -5.40355e-02 |125  0.36157  1.08825e-01 |126  0.46075  1.21627e-01
127  0.45602 -5.65856e-02 |128  0.44118  1.32431e-01 |129  0.42188 -1.01006e-01
130  0.40120 -1.48362e-01 |131  0.38111 -1.37466e-02 |132  0.36207 -1.80521e-02
133  0.34466 -1.88402e-02 |134  0.32884 -1.79096e-02 |135  0.31475 -1.70706e-02
136 -4.53049 -4.07440e-04 |137 -3.62383 -5.31031e-04 |138 -2.73312  6.99820e-04
139 -1.89050 -7.00721e-02 |140 -1.13658  4.57481e-02 |141 -0.51059  9.44196e-02
142 -0.04000 -4.70119e-02 |143  0.26780  3.45299e-03 |144  0.42630 -1.29315e-01
145  0.47173 -1.60398e-01 |146  0.45871  3.14155e-02 |147  0.42814  2.95690e-02
148  0.39075  2.77703e-02 |149  0.35090  2.64133e-02 |150  0.31127  2.46353e-02
151  0.27399  2.38078e-02 |152  0.24092  2.29530e-02 |153  0.21394  2.20876e-02
154  0.19598  5.47058e-02 |155 -0.43248 -1.96479e-04 |156 -0.36603 -5.17354e-04
157 -0.00573 -2.85474e-08 |
157 variables; iteration 1580; function evaluation 1714; phase 5
Function value 1.7767414e+02; maximum gradient component mag -6.7628e-02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.22304 -2.26059e-04 |  2  2.41049 -6.33984e-05 |  3  0.08075 -2.01747e-04
  4 -0.37845 -4.07533e-05 |  5 19.69446 -1.85248e-02 |  6 -0.01067  1.47331e-02
  7 -0.00278  8.85846e-03 |  8 -0.00331  1.06192e-02 |  9 -0.00393  1.02143e-02
 10 -0.00463  1.21773e-02 | 11 -0.00550 -2.62380e-02 | 12 -0.00644 -1.88160e-03
 13 -0.00753 -7.46536e-03 | 14 -0.00898  1.20117e-02 | 15 -0.01053  1.40951e-02
 16 -0.01183  9.02038e-03 | 17 -0.01072  9.03360e-03 | 18 -0.00901  1.33861e-02
 19 -0.00690  1.90319e-02 | 20 -0.00647  2.04332e-02 | 21 -0.00722  1.37660e-02
 22 -0.00846  1.79143e-02 | 23 -0.01002  7.26017e-03 | 24 -0.01157  4.98822e-03
 25 -0.01137  3.87578e-03 | 26 -0.00870  1.90238e-03 | 27 -0.00461 -1.91319e-03
 28 -0.00143 -1.60600e-02 | 29 -0.00494 -5.04951e-03 | 30 -0.01143 -4.31996e-03
 31 -0.01289 -1.97203e-02 | 32 -0.00765 -1.30613e-02 | 33  0.00550 -4.45379e-03
 34  0.02154 -1.76645e-02 | 35  0.02028 -1.93634e-02 | 36  0.01846 -1.90443e-02
 37  0.01924 -1.74859e-02 | 38  0.01653 -5.41610e-03 | 39  0.01001 -6.76280e-02
 40  0.01269 -6.32747e-03 | 41  0.01118 -2.72410e-03 | 42  0.00169 -1.09035e-02
 43  0.00114 -1.20934e-02 | 44  0.00410 -9.97865e-03 | 45  0.00293 -4.44241e-03
 46  0.01120 -7.75881e-03 | 47  0.02212 -1.08142e-02 | 48  0.02549 -1.26618e-02
 49  0.03568 -4.45323e-03 | 50  0.01758 -4.27874e-03 | 51  0.01308  2.68711e-04
 52  0.00922  3.67365e-03 | 53  0.01116  2.81625e-03 | 54  0.01180  3.74754e-03
 55  0.00898  6.03471e-03 | 56 -0.00427  5.23967e-03 | 57 -0.00615  7.26191e-03
 58 -0.01853  7.20240e-03 | 59 -0.01949  8.18669e-03 | 60 -0.00900  7.99825e-03
 61 -0.00154  1.04259e-02 | 62 -0.00099  7.92048e-03 | 63 -0.00953  7.82583e-03
 64 -0.01454  7.28981e-03 | 65 -0.00865  9.08908e-03 | 66 -0.00483  5.33137e-03
 67  0.00833  7.21173e-03 | 68 -0.01012  6.61721e-03 | 69 -0.00272  6.76020e-03
 70 -0.00000  5.90586e-03 | 71 -4.10931 -1.79866e-02 | 72  0.08732  3.51394e-03
 73  0.07103 -4.68471e-03 | 74  0.05662  3.38688e-03 | 75  0.06322  4.90363e-03
 76  0.05644  4.09466e-03 | 77 -0.01336  1.94747e-03 | 78  0.03357  5.13373e-03
 79 -0.05751  5.72593e-03 | 80 -0.18242 -1.97045e-03 | 81 -0.22064  1.90363e-05
 82 -0.00754  4.81818e-03 | 83 -0.00376  1.35469e-03 | 84 -0.11030 -1.72590e-03
 85  0.04869 -8.81042e-04 | 86  0.16557 -1.53442e-03 | 87  0.19363 -4.72009e-04
 88  0.16373 -5.58711e-03 | 89  0.18535 -1.35941e-02 | 90  0.14525 -8.45254e-03
 91  0.17402 -3.67091e-04 | 92  0.12344  7.90785e-03 | 93  0.08721  3.80924e-03
 94  0.12083 -4.59742e-04 | 95  0.18514  1.34718e-04 | 96  0.15696 -2.04845e-03
 97  0.16730 -7.25798e-03 | 98  0.22222 -4.48871e-03 | 99  0.11709  2.17358e-03
100  0.14723 -3.46689e-03 |101  0.19209 -3.09552e-03 |102  0.17443  7.32749e-04
103  0.19373 -6.85923e-03 |104  0.16902 -2.47762e-03 |105  0.16853 -3.94034e-04
106  0.20876 -7.28298e-03 |107  0.14968 -3.14087e-03 |108  0.16151 -7.31448e-03
109  0.25211  2.02999e-03 |110  0.15947  1.13406e-02 |111  0.17342 -1.90832e-03
112  0.22985  1.31824e-04 |113  0.18033  5.91771e-03 |114  0.22757  5.76725e-03
115  0.20792  9.35206e-03 |116  0.09637  1.79408e-03 |117 -4.91878  1.30762e-02
118 -3.94192 -1.77238e-03 |119 -2.99243 -1.23541e-03 |120 -2.12346 -1.05902e-03
121 -1.38435 -2.25648e-03 |122 -0.78334 -2.99822e-03 |123 -0.29323 -3.75097e-02
124  0.09984  4.07640e-02 |125  0.36037  1.53522e-02 |126  0.46005 -7.00997e-03
127  0.45567  3.79184e-03 |128  0.44104 -1.47417e-02 |129  0.42228  5.10711e-04
130  0.40192  3.17796e-04 |131  0.38181 -2.04535e-03 |132  0.36275 -2.52894e-03
133  0.34532 -2.15287e-03 |134  0.32946 -1.94935e-03 |135  0.31534  3.44693e-03
136 -4.52975  5.66497e-04 |137 -3.62337  8.31238e-04 |138 -2.73294  1.44252e-03
139 -1.89062 -2.31390e-02 |140 -1.13699  5.51935e-03 |141 -0.51069 -4.42138e-03
142 -0.03909  5.04561e-03 |143  0.26930  3.66119e-03 |144  0.42759  1.41066e-02
145  0.47183 -2.14881e-02 |146  0.45847  1.79265e-03 |147  0.42780  1.74082e-03
148  0.39037  1.75303e-03 |149  0.35051  1.76531e-03 |150  0.31089  1.77838e-03
151  0.27363  1.71579e-03 |152  0.24059  1.72815e-03 |153  0.21363  1.71233e-03
154  0.19570  3.90030e-03 |155 -0.43224 -8.62925e-05 |156 -0.36574  6.11725e-05
157 -0.00573 -2.85503e-08 |
157 variables; iteration 1600; function evaluation 1734; phase 5
Function value 1.7767408e+02; maximum gradient component mag -1.3016e-02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.22303  1.18419e-05 |  2  2.41049 -6.13153e-06 |  3  0.08076  7.51033e-06
  4 -0.37845  1.62159e-06 |  5 19.69446 -8.83271e-03 |  6 -0.01068 -4.47015e-03
  7 -0.00279  1.31879e-03 |  8 -0.00331  9.52036e-04 |  9 -0.00393  1.07153e-03
 10 -0.00463  3.73538e-05 | 11 -0.00547  4.72257e-03 | 12 -0.00643 -1.30591e-04
 13 -0.00752  1.00767e-03 | 14 -0.00898 -2.14680e-03 | 15 -0.01054 -3.24927e-03
 16 -0.01183 -4.03134e-03 | 17 -0.01072 -6.20124e-03 | 18 -0.00901 -7.95764e-03
 19 -0.00691 -8.98609e-03 | 20 -0.00648 -1.30161e-02 | 21 -0.00722 -9.19261e-03
 22 -0.00846 -9.28967e-03 | 23 -0.01002 -7.25705e-03 | 24 -0.01157 -5.97810e-03
 25 -0.01137 -5.48842e-03 | 26 -0.00870 -5.63969e-03 | 27 -0.00461 -5.85724e-03
 28 -0.00143 -1.98210e-03 | 29 -0.00494 -2.49783e-03 | 30 -0.01143 -2.27503e-03
 31 -0.01289  2.29808e-03 | 32 -0.00765  1.20894e-03 | 33  0.00550 -2.96748e-03
 34  0.02154 -3.76843e-03 | 35  0.02028 -1.15849e-03 | 36  0.01846  5.91926e-04
 37  0.01924  7.33886e-04 | 38  0.01653 -2.22560e-03 | 39  0.01002  1.02875e-02
 40  0.01269 -7.18488e-04 | 41  0.01118 -4.24871e-04 | 42  0.00169  2.50078e-03
 43  0.00114  5.98624e-03 | 44  0.00410  4.83986e-03 | 45  0.00293  3.48058e-03
 46  0.01120  3.82058e-03 | 47  0.02212  3.82549e-03 | 48  0.02549  4.25015e-03
 49  0.03568  1.25491e-03 | 50  0.01758  3.45089e-03 | 51  0.01308  3.08037e-03
 52  0.00922  2.28478e-03 | 53  0.01116  1.59598e-03 | 54  0.01180  1.10342e-03
 55  0.00898  2.40047e-03 | 56 -0.00427  2.93694e-03 | 57 -0.00615  2.06394e-03
 58 -0.01853  2.91199e-03 | 59 -0.01949  2.57374e-03 | 60 -0.00900  2.77269e-03
 61 -0.00154  3.23777e-03 | 62 -0.00099  3.16605e-03 | 63 -0.00953  2.81010e-03
 64 -0.01454  3.16501e-03 | 65 -0.00865  7.46066e-03 | 66 -0.00483  3.12887e-03
 67  0.00833  3.20708e-03 | 68 -0.01012  3.21443e-03 | 69 -0.00272  3.21535e-03
 70 -0.00000  3.17885e-03 | 71 -4.10916 -8.28212e-03 | 72  0.08732 -3.47068e-03
 73  0.07104 -3.48651e-03 | 74  0.05662 -3.05179e-03 | 75  0.06322 -3.07808e-03
 76  0.05644 -2.57962e-03 | 77 -0.01336 -2.49629e-03 | 78  0.03357 -2.30646e-03
 79 -0.05751 -2.01535e-03 | 80 -0.18241 -1.56970e-03 | 81 -0.22063 -1.41060e-03
 82 -0.00754 -1.07840e-03 | 83 -0.00376 -6.77551e-04 | 84 -0.11031 -5.02320e-04
 85  0.04868 -4.25224e-04 | 86  0.16557 -2.39231e-05 | 87  0.19363 -6.11017e-05
 88  0.16374  1.49953e-04 | 89  0.18535  1.64075e-04 | 90  0.14525  2.67677e-04
 91  0.17402  2.19014e-05 | 92  0.12344  1.83533e-04 | 93  0.08720  5.43295e-04
 94  0.12082  5.28297e-04 | 95  0.18514  6.23318e-04 | 96  0.15695  6.88516e-04
 97  0.16729  4.95441e-04 | 98  0.22222  1.07286e-03 | 99  0.11709  9.88635e-04
100  0.14723  1.10370e-03 |101  0.19210  1.33703e-03 |102  0.17444  1.07963e-03
103  0.19374  1.31013e-03 |104  0.16902  8.75988e-04 |105  0.16852  9.84024e-04
106  0.20876  1.37057e-03 |107  0.14968  1.31724e-03 |108  0.16151  1.75136e-03
109  0.25210  1.38426e-03 |110  0.15946  1.26049e-03 |111  0.17341  1.71636e-03
112  0.22984  1.35488e-03 |113  0.18032  1.18200e-03 |114  0.22756  1.27930e-03
115  0.20792  1.19035e-03 |116  0.09637  1.36777e-03 |117 -4.92357  5.77089e-04
118 -3.94459  1.40447e-04 |119 -2.99341  8.92889e-05 |120 -2.12331  4.40848e-05
121 -1.38365  4.04233e-05 |122 -0.78264 -4.65409e-05 |123 -0.29304 -5.81486e-03
124  0.09903 -3.39923e-03 |125  0.35969 -2.45096e-03 |126  0.46012  9.23727e-03
127  0.45579  3.52074e-03 |128  0.44118  4.52971e-04 |129  0.42240 -4.57425e-04
130  0.40202 -3.76966e-04 |131  0.38191 -6.21117e-04 |132  0.36284 -4.06818e-04
133  0.34538 -3.43552e-04 |134  0.32952 -2.45963e-04 |135  0.31538  6.08786e-05
136 -4.52923 -1.91382e-05 |137 -3.62280 -2.81120e-05 |138 -2.73235 -2.94014e-05
139 -1.89008 -9.97168e-04 |140 -1.13665  8.26353e-05 |141 -0.51058  1.68297e-03
142 -0.03917 -1.23252e-03 |143  0.26916 -4.17917e-05 |144  0.42753 -1.05950e-03
145  0.47193  9.03456e-06 |146  0.45857  9.90662e-05 |147  0.42786  1.15817e-04
148  0.39040  1.29882e-04 |149  0.35050  1.29554e-04 |150  0.31085  1.26101e-04
151  0.27356  1.18251e-04 |152  0.24051  1.15011e-04 |153  0.21354  9.84009e-05
154  0.19560  7.00823e-04 |155 -0.43217  3.03182e-06 |156 -0.36566  4.35223e-06
157 -0.00217 -1.08118e-08 |
157 variables; iteration 1620; function evaluation 1754; phase 5
Function value 1.7767408e+02; maximum gradient component mag 1.7823e-01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.22303 -8.49508e-05 |  2  2.41049  2.29324e-04 |  3  0.08077  3.37585e-04
  4 -0.37845  2.44183e-04 |  5 19.69446  1.78228e-01 |  6 -0.01068  6.63816e-02
  7 -0.00279 -2.98725e-02 |  8 -0.00332 -2.65721e-02 |  9 -0.00393 -1.98874e-02
 10 -0.00463 -1.22221e-02 | 11 -0.00548 -4.29733e-03 | 12 -0.00643  3.94955e-03
 13 -0.00752  1.11078e-02 | 14 -0.00898  2.17305e-02 | 15 -0.01054  2.91328e-02
 16 -0.01183  4.14695e-02 | 17 -0.01072  5.52581e-02 | 18 -0.00901  8.16512e-02
 19 -0.00691  9.83363e-02 | 20 -0.00647  1.18645e-01 | 21 -0.00722  9.93214e-02
 22 -0.00846  8.70830e-02 | 23 -0.01002  6.29190e-02 | 24 -0.01156  4.91081e-02
 25 -0.01137  3.43177e-02 | 26 -0.00870  2.70756e-02 | 27 -0.00461  3.17372e-02
 28 -0.00143  4.03283e-02 | 29 -0.00494  3.51007e-02 | 30 -0.01143  1.19745e-02
 31 -0.01289  7.98289e-03 | 32 -0.00765  1.76190e-02 | 33  0.00550  3.94668e-02
 34  0.02154  5.87897e-02 | 35  0.02028  3.29104e-02 | 36  0.01846  8.86171e-03
 37  0.01924  3.53711e-03 | 38  0.01653 -6.62713e-03 | 39  0.01002 -3.42356e-02
 40  0.01270 -2.85931e-02 | 41  0.01118 -4.66751e-02 | 42  0.00169 -4.87280e-02
 43  0.00114 -5.91751e-02 | 44  0.00410 -5.15732e-02 | 45  0.00292 -5.58447e-02
 46  0.01119 -2.85691e-02 | 47  0.02212 -1.96646e-03 | 48  0.02549 -1.64910e-03
 49  0.03568  2.58325e-02 | 50  0.01758 -3.66613e-03 | 51  0.01308 -2.35043e-02
 52  0.00922 -2.41239e-02 | 53  0.01116 -2.48974e-02 | 54  0.01180 -1.47156e-02
 55  0.00897 -1.37420e-02 | 56 -0.00427 -1.50596e-02 | 57 -0.00616 -2.01166e-02
 58 -0.01853 -2.70038e-02 | 59 -0.01949 -2.90705e-02 | 60 -0.00900 -2.70788e-02
 61 -0.00154 -1.45165e-02 | 62 -0.00099 -3.69883e-02 | 63 -0.00953 -4.26232e-02
 64 -0.01454 -5.46837e-02 | 65 -0.00865 -5.79859e-02 | 66 -0.00483 -6.37386e-02
 67  0.00833 -5.78282e-02 | 68 -0.01012 -6.70004e-02 | 69 -0.00272 -6.35521e-02
 70 -0.00000 -6.48588e-02 | 71 -4.10910  1.66090e-01 | 72  0.08732  1.85011e-02
 73  0.07104  3.81523e-02 | 74  0.05662  8.11935e-02 | 75  0.06322  7.27240e-02
 76  0.05644  2.80857e-02 | 77 -0.01336  1.46298e-02 | 78  0.03357  1.67485e-02
 79 -0.05751 -3.90451e-03 | 80 -0.18242 -8.96867e-03 | 81 -0.22064 -2.44703e-02
 82 -0.00754 -2.43371e-03 | 83 -0.00376  2.83416e-02 | 84 -0.11031  1.43778e-02
 85  0.04868  2.40448e-02 | 86  0.16557  5.16535e-02 | 87  0.19363  9.11509e-03
 88  0.16374 -1.69138e-02 | 89  0.18535 -2.77807e-02 | 90  0.14525 -8.49907e-03
 91  0.17402  1.12236e-02 | 92  0.12344  1.24929e-02 | 93  0.08720  2.24274e-02
 94  0.12082  3.31803e-03 | 95  0.18514 -4.25263e-02 | 96  0.15695 -3.45850e-02
 97  0.16729 -7.52324e-02 | 98  0.22222 -6.46590e-02 | 99  0.11709 -1.13187e-02
100  0.14722  1.87998e-02 |101  0.19209  1.68267e-02 |102  0.17443 -1.21889e-02
103  0.19374  2.11050e-03 |104  0.16902 -3.92087e-03 |105  0.16852 -4.55948e-02
106  0.20876 -5.26353e-02 |107  0.14968 -3.58337e-02 |108  0.16151 -4.28559e-02
109  0.25211 -3.17527e-02 |110  0.15947  6.37907e-03 |111  0.17342  3.96426e-02
112  0.22984  2.50703e-02 |113  0.18033  2.42905e-02 |114  0.22757 -1.10938e-02
115  0.20793 -4.62533e-03 |116  0.09637 -3.65207e-03 |117 -4.92382  9.01837e-05
118 -3.94477 -1.76693e-04 |119 -2.99351  8.67657e-04 |120 -2.12336 -3.02159e-04
121 -1.38362  3.02334e-04 |122 -0.78251  1.60841e-03 |123 -0.29281  6.02503e-04
124  0.09926  3.53291e-03 |125  0.35976  3.49569e-03 |126  0.46000  6.73106e-03
127  0.45567 -8.24925e-03 |128  0.44109  2.10401e-03 |129  0.42234  2.70407e-03
130  0.40198 -2.50466e-03 |131  0.38188 -1.70576e-03 |132  0.36282 -2.25174e-03
133  0.34538 -2.86738e-03 |134  0.32951 -3.77506e-03 |135  0.31538 -2.24456e-04
136 -4.52910  1.42349e-04 |137 -3.62270  5.34418e-04 |138 -2.73227  8.20300e-04
139 -1.89001  2.53696e-05 |140 -1.13659  5.13715e-03 |141 -0.51053  5.84410e-03
142 -0.03910  9.08622e-03 |143  0.26925  1.24764e-02 |144  0.42764  1.09851e-02
145  0.47206 -1.52137e-01 |146  0.45868  1.21013e-02 |147  0.42794  1.15929e-02
148  0.39045  1.05981e-02 |149  0.35053  9.85794e-03 |150  0.31087  9.76580e-03
151  0.27358  8.98684e-03 |152  0.24051  8.72719e-03 |153  0.21354  8.61682e-03
154  0.19560  2.69539e-02 |155 -0.43216  1.09716e-04 |156 -0.36565  1.61638e-03
157  0.00187  9.30770e-09 |

 - final statistics:
157 variables; iteration 1623; function evaluation 1757
Function value 1.7767e+02; maximum gradient component mag -7.0880e-04
Exit code = 1;  converg criter 1.0000e-03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.22303 -1.87370e-07 |  2  2.41049 -6.56830e-07 |  3  0.08076 -1.44277e-06
  4 -0.37845 -9.21701e-07 |  5 19.69446 -7.08801e-04 |  6 -0.01068 -2.32028e-04
  7 -0.00279  1.27137e-04 |  8 -0.00331  1.17046e-04 |  9 -0.00393  8.84728e-05
 10 -0.00463  6.28001e-05 | 11 -0.00548 -1.61345e-07 | 12 -0.00643 -2.71430e-06
 13 -0.00752 -3.88513e-05 | 14 -0.00899 -6.26762e-05 | 15 -0.01054 -8.63016e-05
 16 -0.01183 -1.32014e-04 | 17 -0.01072 -1.74461e-04 | 18 -0.00901 -2.68739e-04
 19 -0.00691 -3.31492e-04 | 20 -0.00648 -3.87523e-04 | 21 -0.00722 -3.32831e-04
 22 -0.00846 -2.79436e-04 | 23 -0.01002 -1.95357e-04 | 24 -0.01157 -1.50177e-04
 25 -0.01137 -9.52076e-05 | 26 -0.00870 -7.46111e-05 | 27 -0.00461 -9.49298e-05
 28 -0.00143 -1.60066e-04 | 29 -0.00494 -1.39063e-04 | 30 -0.01143 -4.01801e-05
 31 -0.01289 -4.96585e-05 | 32 -0.00765 -8.64752e-05 | 33  0.00550 -1.51895e-04
 34  0.02154 -2.40073e-04 | 35  0.02028 -1.50327e-04 | 36  0.01846 -6.35595e-05
 37  0.01924 -5.09760e-05 | 38  0.01653  1.01075e-05 | 39  0.01002  5.63314e-05
 40  0.01270  9.72522e-05 | 41  0.01118  1.78024e-04 | 42  0.00169  1.73278e-04
 43  0.00114  1.96336e-04 | 44  0.00410  1.77489e-04 | 45  0.00293  2.04809e-04
 46  0.01119  9.23603e-05 | 47  0.02212 -1.84781e-05 | 48  0.02549 -2.21494e-05
 49  0.03568 -1.19060e-04 | 50  0.01758 -5.68583e-06 | 51  0.01308  7.14579e-05
 52  0.00922  7.62204e-05 | 53  0.01116  7.71495e-05 | 54  0.01180  3.72163e-05
 55  0.00898  2.10479e-05 | 56 -0.00427  3.49618e-05 | 57 -0.00615  6.18191e-05
 58 -0.01853  9.27928e-05 | 59 -0.01949  1.04085e-04 | 60 -0.00900  9.16490e-05
 61 -0.00154  3.85261e-05 | 62 -0.00099  1.30560e-04 | 63 -0.00953  1.62016e-04
 64 -0.01454  2.09388e-04 | 65 -0.00865  1.99505e-04 | 66 -0.00483  2.51039e-04
 67  0.00833  2.27208e-04 | 68 -0.01011  2.66839e-04 | 69 -0.00272  2.51510e-04
 70  0.00000  2.58082e-04 | 71 -4.10909 -6.58204e-04 | 72  0.08732 -5.91472e-05
 73  0.07104 -1.26823e-04 | 74  0.05662 -3.17862e-04 | 75  0.06322 -2.75184e-04
 76  0.05644 -7.58713e-05 | 77 -0.01336 -1.79787e-05 | 78  0.03357 -3.86955e-05
 79 -0.05751  4.29701e-05 | 80 -0.18242  3.59281e-05 | 81 -0.22064  1.18839e-04
 82 -0.00754  7.87841e-08 | 83 -0.00376 -1.24740e-04 | 84 -0.11031 -4.72033e-05
 85  0.04868 -8.49614e-05 | 86  0.16557 -2.10066e-04 | 87  0.19363 -3.08956e-05
 88  0.16374  6.55949e-05 | 89  0.18535  1.17050e-04 | 90  0.14525  2.98547e-05
 91  0.17402 -6.68014e-05 | 92  0.12344 -6.54791e-05 | 93  0.08720 -1.05262e-04
 94  0.12082 -2.04203e-05 | 95  0.18514  1.75775e-04 | 96  0.15695  1.34317e-04
 97  0.16729  3.04491e-04 | 98  0.22222  2.51089e-04 | 99  0.11709  1.87480e-05
100  0.14722 -9.54631e-05 |101  0.19209 -6.81687e-05 |102  0.17443  5.11686e-05
103  0.19374  1.59702e-05 |104  0.16902  3.85766e-05 |105  0.16853  1.87917e-04
106  0.20876  2.01324e-04 |107  0.14968  1.27505e-04 |108  0.16151  1.49284e-04
109  0.25211  1.03463e-04 |110  0.15947 -4.71706e-05 |111  0.17342 -1.70064e-04
112  0.22984 -1.01364e-04 |113  0.18033 -1.00584e-04 |114  0.22757  3.75638e-05
115  0.20792  7.84861e-07 |116  0.09637 -1.39803e-05 |117 -4.92393 -3.93143e-06
118 -3.94485 -3.61044e-07 |119 -2.99356 -3.97496e-06 |120 -2.12337  9.00611e-07
121 -1.38360 -1.61780e-06 |122 -0.78247 -6.28933e-06 |123 -0.29276  3.37990e-05
124  0.09927  5.83915e-06 |125  0.35976  6.16448e-07 |126  0.46002 -8.59732e-05
127  0.45570  1.21545e-05 |128  0.44110 -1.13506e-05 |129  0.42235 -9.96768e-06
130  0.40198  1.36492e-05 |131  0.38188  1.10941e-05 |132  0.36282  1.19603e-05
133  0.34538  1.45392e-05 |134  0.32951  1.72269e-05 |135  0.31538  1.76330e-06
136 -4.52918 -4.29664e-07 |137 -3.62276 -2.21759e-06 |138 -2.73233 -3.13590e-06
