year,species,sex,age,quantity,value,se,lwr,upr
1999,Arrowtooth flounder,NA,NA,biomass_depletion,1.008946627831271,0.04096122769131913,0.931775103896249,1.0925096555546545
2000,Arrowtooth flounder,NA,NA,biomass_depletion,1.04906863534728,0.04325949280880168,0.9676174148501696,1.1373761827548525
2001,Arrowtooth flounder,NA,NA,biomass_depletion,1.0935607911481215,0.045976263207042276,1.007061765696739,1.1874894318017675
2002,Arrowtooth flounder,NA,NA,biomass_depletion,1.132432675899473,0.04760349877576579,1.0428716563583909,1.2296851272407512
2003,Arrowtooth flounder,NA,NA,biomass_depletion,1.154655051639278,0.047419224161855816,1.0653571506078876,1.2514378746276495
2004,Arrowtooth flounder,NA,NA,biomass_depletion,1.1569977867740149,0.04611777635386351,1.0700492058368958,1.2510115154498924
2005,Arrowtooth flounder,NA,NA,biomass_depletion,1.1555787655048875,0.04450256586433605,1.0715658811025335,1.2461784262035724
2006,Arrowtooth flounder,NA,NA,biomass_depletion,1.1458225517376457,0.043447326830348965,1.0637546835907243,1.2342218937535665
2007,Arrowtooth flounder,NA,NA,biomass_depletion,1.125157660458605,0.042591753746591965,1.0447009055506014,1.2118107241626799
2008,Arrowtooth flounder,NA,NA,biomass_depletion,1.0975574755267525,0.04148491872731612,1.019187267550464,1.1819539455000225
2009,Arrowtooth flounder,NA,NA,biomass_depletion,1.0586792197813897,0.03972865739621741,0.9836071297093754,1.139481055539007
2010,Arrowtooth flounder,NA,NA,biomass_depletion,1.0126708343411264,0.03744428319349379,0.9418776037462155,1.0887850126665393
2011,Arrowtooth flounder,NA,NA,biomass_depletion,0.9616888017307826,0.03512891259200027,0.8952442998965812,1.0330647751471045
2012,Arrowtooth flounder,NA,NA,biomass_depletion,0.9083112544575588,0.03306653627705364,0.8457601227570709,0.9754885726756339
2013,Arrowtooth flounder,NA,NA,biomass_depletion,0.8665163961439012,0.031503970975397026,0.806918395982405,0.930516231287639
2014,Arrowtooth flounder,NA,NA,biomass_depletion,0.8319042780898405,0.03019887586533284,0.7747721009737284,0.8932494175182564
2015,Arrowtooth flounder,NA,NA,biomass_depletion,0.7982495220333671,0.02904828397891146,0.743298848850092,0.8572625941938051
2016,Arrowtooth flounder,NA,NA,biomass_depletion,0.7822687705058483,0.028566559147951944,0.7282360530692144,0.8403105376747532
2017,Arrowtooth flounder,NA,NA,biomass_depletion,0.7779456272544673,0.028451341059639087,0.7241336979471686,0.8357564365254835
2018,Arrowtooth flounder,NA,NA,biomass_depletion,0.7848381025513963,0.029051843019407837,0.7299140168608337,0.843895079403466
2019,Arrowtooth flounder,NA,NA,biomass_depletion,0.8064052085212231,0.03092066042987527,0.7480230849079534,0.8693439727333783
2020,Arrowtooth flounder,NA,NA,biomass_depletion,0.8283866441830124,0.03374898308953468,0.7648118567755834,0.8972460693194376
2021,Arrowtooth flounder,NA,NA,biomass_depletion,0.8486885182877885,0.03655038890495516,0.7799912120362956,0.9234363028182491
2022,Arrowtooth flounder,NA,NA,biomass_depletion,0.8675785557901736,0.03880212500812199,0.7947657435120731,0.9470621458101753
2023,Arrowtooth flounder,NA,NA,biomass_depletion,0.8791642803187316,0.04107532001372312,0.8022341736459676,0.9634715862022769
2024,Arrowtooth flounder,NA,NA,biomass_depletion,0.887736183252911,0.04371693571509118,0.8060577341596245,0.9776911723055096
2025,Arrowtooth flounder,NA,NA,biomass_depletion,0.8893186490562092,0.0470475368310857,0.8017267388607613,0.9864803320430569
2026,Arrowtooth flounder,NA,NA,biomass_depletion,0.892678872416337,0.050480767646556235,0.7990243622562929,0.9973107290599722
2027,Arrowtooth flounder,NA,NA,biomass_depletion,0.895657089816292,0.0539838894951264,0.7958612234530615,1.0079667144199063
2028,Arrowtooth flounder,NA,NA,biomass_depletion,0.9083013316895159,0.05594479382016662,0.8050115122982642,1.0248441128420456
2029,Arrowtooth flounder,NA,NA,biomass_depletion,0.9213227540845527,0.05531623069264237,0.8190410046343338,1.0363774370160055
2030,Arrowtooth flounder,NA,NA,biomass_depletion,0.934054822111726,0.05200320152775999,0.8374945604346551,1.041748152080375
2031,Arrowtooth flounder,NA,NA,biomass_depletion,0.9458794885021496,0.04676316016455152,0.8585259227941348,1.0421211322976265
2032,Arrowtooth flounder,NA,NA,biomass_depletion,0.9563811207262051,0.04054710035120429,0.8801225081332092,1.039247195281449
2033,Arrowtooth flounder,NA,NA,biomass_depletion,0.9653908437608126,0.03414326876253009,0.9007379773555672,1.0346843417809106
2034,Arrowtooth flounder,NA,NA,biomass_depletion,0.9728859398561229,0.02808547093324324,0.9193677519273158,1.0295195257670529
2035,Arrowtooth flounder,NA,NA,biomass_depletion,0.9789981803505543,0.022667736721839502,0.9355632478325333,1.0244496450134792
2036,Arrowtooth flounder,NA,NA,biomass_depletion,0.9839031420613455,0.01801183056019651,0.949226424937354,1.0198466535759132
2037,Arrowtooth flounder,NA,NA,biomass_depletion,0.9877794644464177,0.014128110666040573,0.9604734022925534,1.0158618323559345
2038,Arrowtooth flounder,NA,NA,biomass_depletion,0.9907950333816037,0.010963350167926706,0.9695385935401356,1.0125175054550473
2039,Arrowtooth flounder,NA,NA,biomass_depletion,0.9930909457768157,0.008434038496312985,0.9766973516871659,1.0097597017952984
2040,Arrowtooth flounder,NA,NA,biomass_depletion,0.9948312759101016,0.00644102169804098,0.9822868664686151,1.0075358852011507
2041,Arrowtooth flounder,NA,NA,biomass_depletion,0.9961471774064683,0.004888277752285309,0.9866122555505823,1.0057742476563019
2042,Arrowtooth flounder,NA,NA,biomass_depletion,0.9971424627184714,0.0036901115366283154,0.9899361430830255,1.0044012413362984
2043,Arrowtooth flounder,NA,NA,biomass_depletion,0.9978957351499531,0.0027726787187598466,0.9924761551156294,1.003344909696545
2044,Arrowtooth flounder,NA,NA,biomass_depletion,0.9984582414801119,0.0020764811761906843,0.9943966964413055,1.0025363756207941
2045,Arrowtooth flounder,NA,NA,biomass_depletion,0.9988704620688256,0.0015513891177664685,0.9958344186343204,1.0019157616201748
2046,Arrowtooth flounder,NA,NA,biomass_depletion,0.9991832216639375,0.0011602818381733157,0.9969116969902762,1.0014599221464078
2047,Arrowtooth flounder,NA,NA,biomass_depletion,0.9994147727549499,8.364179709046943e-4,0.9977767674406972,1.001055467108973
2048,Arrowtooth flounder,NA,NA,biomass_depletion,0.9995805698379897,6.033231428789909e-4,0.9983987773677742,1.0007637611815556
2049,Arrowtooth flounder,NA,NA,biomass_depletion,0.9996993219268968,4.3543953381341174e-4,0.9988462403139386,1.0005531321287098
2050,Arrowtooth flounder,NA,NA,biomass_depletion,0.9997844026080603,3.144430207025188e-4,0.9991682955252154,1.0004008895948107
1977,Arrowtooth flounder,NA,NA,ssb_depletion,1.0042528815244063,0.03998848925402012,0.9288572397145889,1.0857684119036026
1978,Arrowtooth flounder,NA,NA,ssb_depletion,0.9959525558640366,0.039990442536607634,0.9205775708688035,1.0774990885297933
1979,Arrowtooth flounder,NA,NA,ssb_depletion,0.9896972908116755,0.03997945548875402,0.914360697612442,1.0712410649294313
1980,Arrowtooth flounder,NA,NA,ssb_depletion,0.9851919268155062,0.039893054928356604,0.9100251989210358,1.0665673146339658
1981,Arrowtooth flounder,NA,NA,ssb_depletion,0.9811595556600342,0.03957644531926949,0.9065781153623561,1.0618765855363919
1982,Arrowtooth flounder,NA,NA,ssb_depletion,0.9777116312247583,0.03950092986298088,0.9032771788607996,1.0582798461019138
1983,Arrowtooth flounder,NA,NA,ssb_depletion,0.9763403222172292,0.04370990692694106,0.8943215031869085,1.0658811416144836
1984,Arrowtooth flounder,NA,NA,ssb_depletion,0.973278406731959,0.052969570313757,0.8748053136344747,1.0828361948044871
1985,Arrowtooth flounder,NA,NA,ssb_depletion,0.97382586905137,0.06118151951176302,0.8610012369321004,1.1014349138599937
1986,Arrowtooth flounder,NA,NA,ssb_depletion,0.9775048029590577,0.0664991133234457,0.8554844657433592,1.1169292699870905
1987,Arrowtooth flounder,NA,NA,ssb_depletion,0.9828129453538441,0.06938591956342556,0.8558085546638957,1.1286651439637074
1988,Arrowtooth flounder,NA,NA,ssb_depletion,0.9857261681667352,0.07041452780909659,0.8569419682773595,1.133864502589266
1989,Arrowtooth flounder,NA,NA,ssb_depletion,0.9890399864635392,0.06982363965205647,0.861234154731345,1.1358120082092416
1990,Arrowtooth flounder,NA,NA,ssb_depletion,0.9952840538120337,0.06765180646893487,0.8711418297958725,1.137117187914891
1991,Arrowtooth flounder,NA,NA,ssb_depletion,0.998752985699289,0.06415588397730494,0.8806033214727963,1.1327546718480774
1992,Arrowtooth flounder,NA,NA,ssb_depletion,0.9961261998373717,0.0595705889646223,0.8859528196226119,1.1200002799529645
1993,Arrowtooth flounder,NA,NA,ssb_depletion,0.9923984957370999,0.05403294169373975,0.8919507614519587,1.104158230369204
1994,Arrowtooth flounder,NA,NA,ssb_depletion,0.9932619238701361,0.04884226271405244,0.9020012610648932,1.0937559535620502
1995,Arrowtooth flounder,NA,NA,ssb_depletion,0.9887625752546837,0.045437653353553806,0.903599234548605,1.0819524772092817
1996,Arrowtooth flounder,NA,NA,ssb_depletion,0.9858696568298504,0.04379737696254271,0.9036593990680098,1.075558978593281
1997,Arrowtooth flounder,NA,NA,ssb_depletion,0.9781723355849984,0.04327021658964915,0.896936735364808,1.066765447748827
1998,Arrowtooth flounder,NA,NA,ssb_depletion,0.9717095791502627,0.04319239825768882,0.8906368427274811,1.0601621905970207
1999,Arrowtooth flounder,NA,NA,ssb_depletion,0.9603983988528769,0.04285897607417408,0.8799651993351234,1.0481835931876424
2000,Arrowtooth flounder,NA,NA,ssb_depletion,0.9439755678509248,0.04244885840807318,0.8643383328510884,1.0309503105805171
2001,Arrowtooth flounder,NA,NA,ssb_depletion,0.9279202674380415,0.042620604465925215,0.8480351401370737,1.0153305941816413
2002,Arrowtooth flounder,NA,NA,ssb_depletion,0.9293756902685477,0.043713318181400326,0.8475296927261368,1.0191255611161703
2003,Arrowtooth flounder,NA,NA,ssb_depletion,0.9477751775769383,0.045819204184003426,0.8620945069252979,1.0419713616257091
2004,Arrowtooth flounder,NA,NA,ssb_depletion,0.9787992932138923,0.048960865870423795,0.8873917635214775,1.079622434846757
2005,Arrowtooth flounder,NA,NA,ssb_depletion,1.0391588459259191,0.051738191475150505,0.9425445037615152,1.1456765200546057
2006,Arrowtooth flounder,NA,NA,ssb_depletion,1.1007859100678639,0.05416665416068471,0.9995800269226522,1.2122387274327753
2007,Arrowtooth flounder,NA,NA,ssb_depletion,1.1309628883540048,0.054907758408933936,1.0283072265355198,1.243866640073497
2008,Arrowtooth flounder,NA,NA,ssb_depletion,1.1273651791465495,0.0520423374290677,1.0298423966684178,1.2341230573374278
2009,Arrowtooth flounder,NA,NA,ssb_depletion,1.1024506577940913,0.04879649285347844,1.0108423198745058,1.2023610695499116
2010,Arrowtooth flounder,NA,NA,ssb_depletion,1.0783692040543975,0.04684664142680009,0.9903517642183041,1.1742091873494962
2011,Arrowtooth flounder,NA,NA,ssb_depletion,1.0561071193618912,0.04600619265909406,0.9696787644687314,1.1502389125515786
2012,Arrowtooth flounder,NA,NA,ssb_depletion,1.0251307218732155,0.04539385153514726,0.9399119296821209,1.1180760279143527
2013,Arrowtooth flounder,NA,NA,ssb_depletion,0.9925537505064207,0.04369457220216816,0.9105045538632832,1.0819967274895026
2014,Arrowtooth flounder,NA,NA,ssb_depletion,0.9463189322535694,0.04058029224559306,0.8700337199035493,1.0292928895225024
2015,Arrowtooth flounder,NA,NA,ssb_depletion,0.8785138357661141,0.03708510928864589,0.808754001981492,0.9542908693392195
2016,Arrowtooth flounder,NA,NA,ssb_depletion,0.8262409349087918,0.034238695320204626,0.7617871923629032,0.8961480179280035
2017,Arrowtooth flounder,NA,NA,ssb_depletion,0.7811138602102654,0.03235477669348941,0.720205514165562,0.8471732729226541
2018,Arrowtooth flounder,NA,NA,ssb_depletion,0.7429640290945925,0.031157770777800655,0.6843383013388565,0.806612091488278
2019,Arrowtooth flounder,NA,NA,ssb_depletion,0.7252833993449723,0.030472372262810445,0.6679515858423697,0.7875361336286102
2020,Arrowtooth flounder,NA,NA,ssb_depletion,0.7106516135914103,0.030367536675302856,0.6535566466266765,0.7727344194367212
2021,Arrowtooth flounder,NA,NA,ssb_depletion,0.7072583129478435,0.0308532312409753,0.649300133012562,0.7703899873129275
2022,Arrowtooth flounder,NA,NA,ssb_depletion,0.727474678764673,0.03208658804787947,0.6672277433214914,0.7931615757002022
2023,Arrowtooth flounder,NA,NA,ssb_depletion,0.7611581105974895,0.03443407281327148,0.6965741070494473,0.8317301252876074
2024,Arrowtooth flounder,NA,NA,ssb_depletion,0.8043714425813903,0.037911937414746355,0.7333942357266164,0.8822177570013662
2025,Arrowtooth flounder,NA,NA,ssb_depletion,0.8334340322123077,0.04144379817729802,0.756038505873121,0.918752524711005
2026,Arrowtooth flounder,NA,NA,ssb_depletion,0.8526456601467877,0.04401664842788695,0.7705955344952428,0.9434321757955106
2027,Arrowtooth flounder,NA,NA,ssb_depletion,0.8562504491444402,0.04630260812713095,0.7701427455239169,0.9519856363268009
2028,Arrowtooth flounder,NA,NA,ssb_depletion,0.8687803078498022,0.04899299544802919,0.7778722696221446,0.9703125471669467
2029,Arrowtooth flounder,NA,NA,ssb_depletion,0.8793157868165348,0.052613290955332015,0.7820126474836674,0.9887260205224879
2030,Arrowtooth flounder,NA,NA,ssb_depletion,0.8896968677668122,0.05676152432465032,0.7851208120843374,1.0082021828113856
2031,Arrowtooth flounder,NA,NA,ssb_depletion,0.899824323828304,0.060641598879392494,0.7884841193781901,1.026886647243565
2032,Arrowtooth flounder,NA,NA,ssb_depletion,0.9112526921566941,0.06351915659123542,0.7948872886871815,1.0446530983458833
2033,Arrowtooth flounder,NA,NA,ssb_depletion,0.9249728480319086,0.06290273621096246,0.8095488543043111,1.0568537834958727
2034,Arrowtooth flounder,NA,NA,ssb_depletion,0.9391065667739216,0.05668116379746327,0.8343328650250116,1.0570375215070351
2035,Arrowtooth flounder,NA,NA,ssb_depletion,0.9518027110490059,0.04789592881022983,0.8624092142405846,1.0504623394567678
2036,Arrowtooth flounder,NA,NA,ssb_depletion,0.9624588927197812,0.03916689686707469,0.8886748059148456,1.04236905784876
2037,Arrowtooth flounder,NA,NA,ssb_depletion,0.9711138574543589,0.0314007290847418,0.9114791898926874,1.034650197829438
2038,Arrowtooth flounder,NA,NA,ssb_depletion,0.9779866092294373,0.024813066947615994,0.9305432840723784,1.0278488106929349
2039,Arrowtooth flounder,NA,NA,ssb_depletion,0.9833012321622971,0.019383253487263302,0.9460352858849025,1.022035147734992
2040,Arrowtooth flounder,NA,NA,ssb_depletion,0.9873868269943021,0.015000241631749095,0.9584202803613331,1.0172288359281354
2041,Arrowtooth flounder,NA,NA,ssb_depletion,0.9905164975703673,0.011515559449137276,0.9682016166738078,1.0133456865416628
2042,Arrowtooth flounder,NA,NA,ssb_depletion,0.9929125196094648,0.008780569967702335,0.9758512029875612,1.0102721281471663
2043,Arrowtooth flounder,NA,NA,ssb_depletion,0.9947462929867761,0.006656629597824688,0.9817847242855151,1.0078789809355073
2044,Arrowtooth flounder,NA,NA,ssb_depletion,0.9961282666931597,0.005025044967221917,0.9863278884637148,1.006026023709683
2045,Arrowtooth flounder,NA,NA,ssb_depletion,0.9971482984791655,0.0037805818886422426,0.9897659571795104,1.00458570225361
2046,Arrowtooth flounder,NA,NA,ssb_depletion,0.997928875677398,0.0028468088385468857,0.9923648023652955,1.0035241460974074
2047,Arrowtooth flounder,NA,NA,ssb_depletion,0.9985105051541013,0.0020592921452031636,0.9944825130929306,1.0025548119516614
2048,Arrowtooth flounder,NA,NA,ssb_depletion,0.9989287968513025,0.0014901135490628836,0.9960124932392035,1.0018536393389836
2049,Arrowtooth flounder,NA,NA,ssb_depletion,0.9992296205732004,0.001078591474347815,0.9971178547749516,1.0013458588164719
2050,Arrowtooth flounder,NA,NA,ssb_depletion,0.9994459646036031,7.809535202387938e-4,0.9979164953121838,1.000977778055405
1977,Arrowtooth flounder,NA,NA,F_spp,0.0071749204083555495,NA,NA,NA
1978,Arrowtooth flounder,NA,NA,F_spp,0.0064308312228202515,NA,NA,NA
1979,Arrowtooth flounder,NA,NA,F_spp,0.005827260116909194,NA,NA,NA
1980,Arrowtooth flounder,NA,NA,F_spp,0.006060532640246589,NA,NA,NA
1981,Arrowtooth flounder,NA,NA,F_spp,0.0057624975942692025,NA,NA,NA
1982,Arrowtooth flounder,NA,NA,F_spp,0.00360503055101393,NA,NA,NA
1983,Arrowtooth flounder,NA,NA,F_spp,0.004928982679864059,NA,NA,NA
1984,Arrowtooth flounder,NA,NA,F_spp,0.0026935782620821644,NA,NA,NA
1985,Arrowtooth flounder,NA,NA,F_spp,0.0011961651496820095,NA,NA,NA
1986,Arrowtooth flounder,NA,NA,F_spp,9.445364730459707e-4,NA,NA,NA
1987,Arrowtooth flounder,NA,NA,F_spp,0.003823116591800764,NA,NA,NA
1988,Arrowtooth flounder,NA,NA,F_spp,0.0039448847802426015,NA,NA,NA
1989,Arrowtooth flounder,NA,NA,F_spp,0.001973629584535983,NA,NA,NA
1990,Arrowtooth flounder,NA,NA,F_spp,0.005855074093314867,NA,NA,NA
1991,Arrowtooth flounder,NA,NA,F_spp,0.013138724700932114,NA,NA,NA
1992,Arrowtooth flounder,NA,NA,F_spp,0.01669814403772267,NA,NA,NA
1993,Arrowtooth flounder,NA,NA,F_spp,0.014563102554567114,NA,NA,NA
1994,Arrowtooth flounder,NA,NA,F_spp,0.017524783449710157,NA,NA,NA
1995,Arrowtooth flounder,NA,NA,F_spp,0.014016247514294132,NA,NA,NA
1996,Arrowtooth flounder,NA,NA,F_spp,0.017328933635932773,NA,NA,NA
1997,Arrowtooth flounder,NA,NA,F_spp,0.012718201248065041,NA,NA,NA
1998,Arrowtooth flounder,NA,NA,F_spp,0.010153659648380947,NA,NA,NA
1999,Arrowtooth flounder,NA,NA,F_spp,0.012780383527284278,NA,NA,NA
2000,Arrowtooth flounder,NA,NA,F_spp,0.019445983135155574,NA,NA,NA
2001,Arrowtooth flounder,NA,NA,F_spp,0.016131502927673153,NA,NA,NA
2002,Arrowtooth flounder,NA,NA,F_spp,0.017000083474310545,NA,NA,NA
2003,Arrowtooth flounder,NA,NA,F_spp,0.0236834548397264,NA,NA,NA
2004,Arrowtooth flounder,NA,NA,F_spp,0.011826370417395326,NA,NA,NA
2005,Arrowtooth flounder,NA,NA,F_spp,0.014237922932544143,NA,NA,NA
2006,Arrowtooth flounder,NA,NA,F_spp,0.018992920091038354,NA,NA,NA
2007,Arrowtooth flounder,NA,NA,F_spp,0.017158069194474032,NA,NA,NA
2008,Arrowtooth flounder,NA,NA,F_spp,0.019764420948390586,NA,NA,NA
2009,Arrowtooth flounder,NA,NA,F_spp,0.01715436421524058,NA,NA,NA
2010,Arrowtooth flounder,NA,NA,F_spp,0.017286409745878938,NA,NA,NA
2011,Arrowtooth flounder,NA,NA,F_spp,0.02265711846645091,NA,NA,NA
2012,Arrowtooth flounder,NA,NA,F_spp,0.015713043731750528,NA,NA,NA
2013,Arrowtooth flounder,NA,NA,F_spp,0.017178483905866085,NA,NA,NA
2014,Arrowtooth flounder,NA,NA,F_spp,0.030401504934327344,NA,NA,NA
2015,Arrowtooth flounder,NA,NA,F_spp,0.01721766002782464,NA,NA,NA
2016,Arrowtooth flounder,NA,NA,F_spp,0.018853149645489453,NA,NA,NA
2017,Arrowtooth flounder,NA,NA,F_spp,0.02695203373758352,NA,NA,NA
2018,Arrowtooth flounder,NA,NA,F_spp,0.01960649755751872,NA,NA,NA
2019,Arrowtooth flounder,NA,NA,F_spp,0.026153893744803234,NA,NA,NA
2020,Arrowtooth flounder,NA,NA,F_spp,0.022705689556254485,NA,NA,NA
2021,Arrowtooth flounder,NA,NA,F_spp,0.010516296600768667,NA,NA,NA
2022,Arrowtooth flounder,NA,NA,F_spp,0.011823447072055378,NA,NA,NA
2023,Arrowtooth flounder,NA,NA,F_spp,0.008932536748490075,NA,NA,NA
2024,Arrowtooth flounder,NA,NA,F_spp,0.01692006437478611,NA,NA,NA
2025,Arrowtooth flounder,NA,NA,F_spp,0.012057224827678376,NA,NA,NA
2026,Arrowtooth flounder,NA,NA,F_spp,0.014872591801346573,NA,NA,NA
2027,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2028,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2029,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2030,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2031,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2032,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2033,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2034,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2035,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2036,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2037,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2038,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2039,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2040,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2041,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2042,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2043,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2044,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2045,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2046,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2047,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2048,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2049,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
2050,Arrowtooth flounder,NA,NA,F_spp,0,NA,NA,NA
